Time,FLrpm,FRrpm,RLrpm,RRrpm,FL,FR,RL,RR,Ax,Ay,Az,RollR,PitchR,YawR,PitchPos,RollPos
9.74,0,0,0,0,479,2226,1888,1913,0.050000001,-0.07,0.159999996,0,0,0,179.6499939,-0.920000017
9.75,0,0,0,0,479,2224,1888,1916,-0.059999999,0.059999999,0.300000012,0,0,0,179.6600037,-0.920000017
9.76,0,0,0,0,479,2227,1888,1907,-0.07,0.140000001,-0.180000007,0,0,0,179.6600037,-0.920000017
9.77,0,0,0,0,479,2227,1888,1907,0.02,-0.039999999,-0.289999992,0,0,0,179.6600037,-0.920000017
9.78,0,0,0,0,479,2227,1888,1907,0.039999999,-0.079999998,0.140000001,0,0,0,179.6600037,-0.920000017
9.79,0,0,0,0,479,2233,1888,1920,-0.039999999,0.029999999,0.300000012,0,0,0,179.6600037,-0.920000017
9.8,0,0,0,0,479,2230,1888,1912,-0.029999999,0.079999998,-0.209999993,0,0,0,179.6600037,-0.920000017
9.81,0,0,0,0,479,2233,1888,1913,0.039999999,-0.050000001,-0.300000012,0,0,0,179.6600037,-0.920000017
9.82,0,0,0,0,479,2231,1888,1924,0.050000001,-0.090000004,0.180000007,0,0,0,179.6600037,-0.920000017
9.83,0,0,0,0,479,2222,1888,1913,-0.039999999,0.02,0.360000014,0,0,0,179.6600037,-0.920000017
9.84,0,0,0,0,479,2225,1888,1918,-0.029999999,0.079999998,-0.189999998,0,0,0,179.6600037,-0.920000017
9.85,0,0,0,0,479,2223,1888,1907,0.01,-0.079999998,-0.289999992,0,0,0,179.6600037,-0.920000017
9.86,0,0,0,0,479,2228,1888,1910,0.029999999,-0.109999999,0.150000006,0,0,0,179.6600037,-0.920000017
9.87,0,0,0,0,479,2228,1888,1910,-0.039999999,0.039999999,0.280000001,0,0,0,179.6600037,-0.920000017
9.88,0,0,0,0,479,2227,1888,1908,-0.029999999,0.100000002,-0.230000004,0,0,0,179.6600037,-0.920000017
9.89,0,0,0,0,479,2227,1888,1927,0.02,-0.039999999,-0.280000001,0,0,0,179.6600037,-0.920000017
9.9,0,0,0,0,479,2226,1888,1913,0.059999999,-0.079999998,0.200000003,0,0,0,179.6600037,-0.920000017
9.91,0,0,0,0,479,2226,1888,1913,-0.039999999,0.090000004,0.310000002,0,0,0,179.6600037,-0.920000017
9.92,0,0,0,0,479,2226,1888,1926,-0.029999999,0.100000002,-0.189999998,0,0,0,179.6600037,-0.920000017
9.93,0,0,0,0,479,2220,1888,1915,0,0,-0.239999995,0,0,0,179.6600037,-0.920000017
9.94,0,0,0,0,479,2228,1888,1922,0.02,-0.050000001,0.209999993,0,0,0,179.6600037,-0.920000017
9.95,0,0,0,0,479,2228,1887,1910,-0.07,0.059999999,0.300000012,0,0,0,179.6600037,-0.920000017
9.96,0,0,0,0,479,2228,1888,1910,-0.059999999,0.050000001,-0.280000001,0,0,0,179.6600037,-0.920000017
9.97,0,0,0,0,479,2232,1888,1910,0.039999999,-0.129999995,-0.300000012,0,0,0,179.6600037,-0.920000017
9.98,0,0,0,0,479,2232,1888,1910,0.07,-0.140000001,0.150000006,0,0,0,179.6600037,-0.920000017
9.99,0,0,0,0,479,2227,1887,1925,-0.01,0.01,0.280000001,0,0,0,179.6600037,-0.920000017
10,0,0,0,0,479,2227,1888,1916,-0.01,0.079999998,-0.239999995,0,0,0,179.6600037,-0.920000017
10.01,0,0,0,0,479,2236,1888,1917,0.059999999,-0.119999997,-0.209999993,0,0,0,179.6600037,-0.920000017
10.02,0,0,0,0,479,2235,1888,1927,0.07,-0.079999998,0.300000012,0,0,0,179.6499939,-0.920000017
10.03,0,0,0,0,479,2235,1888,1918,-0.039999999,0.100000002,0.349999994,0,0,0,179.6600037,-0.920000017
10.04,0,0,0,0,479,2233,1887,1921,-0.050000001,0.129999995,-0.209999993,0,0,0,179.6600037,-0.930000007
10.05,0,0,0,0,479,2233,1887,1912,0,-0.01,-0.209999993,0,0,0,179.6600037,-0.920000017
10.06,0,0,0,0,479,2234,1887,1911,0.02,-0.029999999,0.219999999,0,0,0,179.6600037,-0.920000017
10.07,0,0,0,0,479,2223,1888,1911,-0.07,0.140000001,0.259999991,0,0,0,179.6600037,-0.920000017
10.08,0,0,0,0,479,2227,1887,1910,-0.039999999,0.100000002,-0.270000011,0,0,0,179.6600037,-0.920000017
10.09,0,0,0,0,479,2227,1887,1925,0.02,-0.079999998,-0.209999993,0,0,0,179.6600037,-0.920000017
10.1,0,0,0,0,479,2227,1888,1918,0.050000001,-0.119999997,0.280000001,0,0,0,179.6600037,-0.920000017
10.11,0,0,0,0,479,2238,1888,1918,-0.07,-0.01,0.230000004,0,0,0,179.6600037,-0.920000017
10.12,0,0,0,0,479,2228,1888,1926,0,0,-0.259999991,0,0,0,179.6600037,-0.920000017
10.13,0,0,0,0,479,2224,1887,1918,0.059999999,-0.129999995,-0.219999999,0,0,0,179.6600037,-0.920000017
10.14,0,0,0,0,479,2234,1887,1918,0.039999999,-0.100000002,0.300000012,0,0,0,179.6499939,-0.920000017
10.15,0,0,0,0,479,2223,1888,1912,-0.029999999,0.100000002,0.219999999,0,0,0,179.6499939,-0.920000017
10.16,0,0,0,0,479,2232,1887,1918,0,0.07,-0.280000001,0,0,0,179.6499939,-0.920000017
10.17,0,0,0,0,479,2232,1888,1912,0.059999999,-0.07,-0.159999996,0,0,0,179.6499939,-0.920000017
10.18,0,0,0,0,479,2232,1887,1913,0.039999999,-0.01,0.289999992,0,0,0,179.6499939,-0.920000017
10.19,0,0,0,0,479,2229,1887,1920,-0.07,0.100000002,0.200000003,0,0,0,179.6499939,-0.920000017
10.2,0,0,0,0,479,2230,1888,1920,-0.059999999,0.07,-0.310000002,0,0,0,179.6600037,-0.920000017
10.21,0,0,0,0,479,2239,1888,1922,0.029999999,-0.100000002,-0.209999993,0,0,0,179.6600037,-0.920000017
10.22,0,0,0,0,479,2230,1888,1923,0.02,-0.059999999,0.289999992,0,0,0,179.6600037,-0.920000017
10.23,0,0,0,0,479,2238,1888,1917,-0.059999999,0.07,0.189999998,0,0,0,179.6600037,-0.920000017
10.24,0,0,0,0,479,2224,1887,1917,0,0.02,-0.310000002,0,0,0,179.6600037,-0.920000017
10.25,0,0,0,0,478,2223,1888,1912,0.029999999,-0.109999999,-0.159999996,0,0,0,179.6600037,-0.920000017
10.26,0,0,0,0,478,2233,1887,1917,0.029999999,-0.07,0.330000013,0,0,0,179.6600037,-0.920000017
10.27,0,0,0,0,479,2224,1888,1916,-0.02,0.090000004,0.189999998,0,0,0,179.6600037,-0.920000017
10.28,0,0,0,0,479,2234,1888,1914,0.01,0.01,-0.280000001,0,0,0,179.6600037,-0.920000017
10.29,0,0,0,0,479,2230,1888,1921,0.059999999,-0.090000004,-0.119999997,0,0,0,179.6600037,-0.920000017
10.3,0,0,0,0,479,2240,1888,1919,0.029999999,-0.079999998,0.319999993,0,0,0,179.6600037,-0.920000017
10.31,0,0,0,0,479,2238,1888,1921,-0.050000001,0.090000004,0.159999996,0,0,0,179.6600037,-0.920000017
10.32,0,0,0,0,479,2230,1888,1920,0,0.01,-0.310000002,0,0,0,179.6600037,-0.920000017
10.33,0,0,0,0,479,2237,1888,1919,0.02,-0.109999999,-0.109999999,0,0,0,179.6600037,-0.920000017
10.34,0,0,0,0,479,2232,1888,1913,0.02,-0.090000004,0.280000001,0,0,0,179.6499939,-0.920000017
10.35,0,0,0,0,479,2232,1888,1914,-0.039999999,0.129999995,0.109999999,0,0,0,179.6600037,-0.920000017
10.36,0,0,0,0,479,2233,1887,1915,0,0,-0.370000005,0,0,0,179.6600037,-0.930000007
10.37,0,0,0,0,479,2226,1888,1916,0.029999999,-0.059999999,-0.090000004,0,0,0,179.6600037,-0.920000017
10.38,0,0,0,0,479,2233,1887,1918,0,-0.050000001,0.349999994,0,0,0,179.6499939,-0.920000017
10.39,0,0,0,0,479,2238,1888,1921,-0.059999999,0.150000006,0.159999996,0,0,0,179.6600037,-0.930000007
10.4,0,0,0,0,479,2229,1888,1918,0,0.01,-0.340000004,0,0,0,179.6600037,-0.930000007
10.41,0,0,0,0,479,2229,1887,1917,0.079999998,-0.07,-0.059999999,0,0,0,179.6600037,-0.920000017
10.42,0,0,0,0,479,2229,1888,1918,0.02,-0.059999999,0.370000005,0,0,0,179.6499939,-0.920000017
10.43,0,0,0,0,479,2225,1888,1918,-0.029999999,0.109999999,0.090000004,0,0,0,179.6499939,-0.920000017
10.44,0,0,0,0,479,2225,1888,1914,0.02,-0.02,-0.340000004,0,0,0,179.6600037,-0.920000017
10.45,0,0,0,0,479,2231,1888,1914,0.059999999,-0.119999997,-0.079999998,0,0,0,179.6499939,-0.920000017
10.46,0,0,0,0,479,2233,1888,1912,-0.02,-0.07,0.349999994,0,0,0,179.6499939,-0.920000017
10.47,0,0,0,0,479,2226,1888,1913,-0.090000004,0.090000004,0.059999999,0,0,0,179.6600037,-0.920000017
10.48,0,0,0,0,479,2232,1887,1918,-0.029999999,-0.02,-0.340000004,0,0,0,179.6600037,-0.920000017
10.49,0,0,0,0,479,2237,1888,1915,0,-0.129999995,-0.050000001,0,0,0,179.6600037,-0.920000017
10.5,0,0,0,0,479,2231,1888,1918,-0.01,-0.050000001,0.400000006,0,0,0,179.6600037,-0.920000017
10.51,0,0,0,0,479,2234,1888,1917,-0.079999998,0.090000004,0.039999999,0,0,0,179.6600037,-0.920000017
10.52,0,0,0,0,479,2231,1888,1915,-0.01,0.01,-0.330000013,0,0,0,179.6600037,-0.930000007
10.53,0,0,0,0,479,2226,1888,1919,0.079999998,-0.07,0,0,0,0,179.6600037,-0.920000017
10.54,0,0,0,0,479,2231,1888,1907,0,-0.029999999,0.419999987,0,0,0,179.6499939,-0.920000017
10.55,0,0,0,0,479,2231,1888,1913,-0.039999999,0.119999997,0.050000001,0,0,0,179.6499939,-0.920000017
10.56,0,0,0,0,479,2231,1888,1908,0.02,0,-0.330000013,0,0,0,179.6600037,-0.920000017
10.57,0,0,0,0,479,2226,1888,1912,0.050000001,-0.119999997,-0.01,0,0,0,179.6600037,-0.920000017
10.58,0,0,0,0,479,2231,1888,1916,-0.02,-0.050000001,0.389999986,0,0,0,179.6499939,-0.920000017
10.59,0,0,0,0,479,2233,1888,1911,-0.07,0.079999998,-0.039999999,0,0,0,179.6600037,-0.920000017
10.6,0,0,0,0,479,2230,1888,1918,-0.029999999,-0.01,-0.409999996,0,0,0,179.6600037,-0.920000017
10.61,0,0,0,0,479,2233,1888,1912,0.01,-0.079999998,-0.059999999,0,0,0,179.6600037,-0.920000017
10.62,0,0,0,0,479,2231,1888,1918,-0.050000001,0,0.349999994,0,0,0,179.6499939,-0.920000017
10.63,0,0,0,0,479,2232,1887,1918,-0.079999998,0.150000006,0.029999999,0,0,0,179.6499939,-0.920000017
10.64,0,0,0,0,479,2226,1888,1907,0,0,-0.330000013,0,0,0,179.6600037,-0.920000017
10.65,0,0,0,0,479,2226,1888,1915,0,-0.090000004,0.02,0,0,0,179.6600037,-0.920000017
10.66,0,0,0,0,479,2226,1888,1906,0,0,0.360000014,0,0,0,179.6600037,-0.920000017
10.67,0,0,0,0,479,2226,1888,1914,-0.07,0.109999999,-0.059999999,0,0,0,179.6600037,-0.920000017
10.68,0,0,0,0,479,2225,1888,1917,0.01,-0.039999999,-0.340000004,0,0,0,179.6600037,-0.920000017
10.69,0,0,0,0,479,2225,1888,1912,0.059999999,-0.100000002,0.039999999,0,0,0,179.6600037,-0.920000017
10.7,0,0,0,0,479,2228,1888,1922,-0.01,-0.02,0.370000005,0,0,0,179.6600037,-0.920000017
10.71,0,0,0,0,479,2225,1888,1914,-0.07,0.140000001,-0.100000002,0,0,0,179.6600037,-0.920000017
10.72,0,0,0,0,479,2232,1888,1926,0,-0.029999999,-0.340000004,0,0,0,179.6600037,-0.920000017
10.73,0,0,0,0,479,2228,1888,1916,0.059999999,-0.059999999,0.039999999,0,0,0,179.6600037,-0.920000017
10.74,0,0,0,0,479,2226,1888,1906,-0.02,-0.02,0.400000006,0,0,0,179.6600037,-0.920000017
10.75,0,0,0,0,479,2225,1888,1914,-0.059999999,0.109999999,-0.050000001,0,0,0,179.6600037,-0.920000017
10.76,0,0,0,0,479,2220,1888,1907,0,-0.059999999,-0.340000004,0,0,0,179.6600037,-0.920000017
10.77,0,0,0,0,479,2225,1888,1919,0.029999999,-0.109999999,0.050000001,0,0,0,179.6600037,-0.920000017
10.78,0,0,0,0,479,2221,1888,1925,-0.050000001,-0.02,0.349999994,0,0,0,179.6600037,-0.920000017
10.79,0,0,0,0,479,2221,1888,1915,-0.079999998,0.119999997,-0.090000004,0,0,0,179.6600037,-0.920000017
10.8,0,0,0,0,479,2226,1888,1926,0,-0.07,-0.310000002,0,0,0,179.6600037,-0.920000017
10.81,0,0,0,0,479,2227,1888,1913,0.059999999,-0.07,0.059999999,0,0,0,179.6600037,-0.920000017
10.82,0,0,0,0,479,2234,1888,1925,-0.039999999,0.01,0.349999994,0,0,0,179.6600037,-0.920000017
10.83,0,0,0,0,479,2225,1888,1913,-0.029999999,0.159999996,-0.079999998,0,0,0,179.6600037,-0.920000017
10.84,0,0,0,0,479,2219,1888,1908,0.050000001,-0.059999999,-0.289999992,0,0,0,179.6600037,-0.920000017
10.85,0,0,0,0,479,2226,1888,1921,0.039999999,-0.090000004,0.100000002,0,0,0,179.6600037,-0.920000017
10.86,0,0,0,0,479,2226,1888,1909,-0.029999999,0.02,0.319999993,0,0,0,179.6600037,-0.920000017
10.87,0,0,0,0,479,2229,1888,1922,-0.059999999,0.129999995,-0.119999997,0,0,0,179.6600037,-0.920000017
10.88,0,0,0,0,479,2226,1888,1926,-0.01,-0.059999999,-0.330000013,0,0,0,179.6600037,-0.920000017
10.89,0,0,0,0,479,2238,1887,1915,0,-0.07,0.07,0,0,0,179.6600037,-0.920000017
10.9,0,0,0,0,479,2227,1888,1926,-0.039999999,0.02,0.340000004,0,0,0,179.6600037,-0.920000017
10.91,0,0,0,0,479,2236,1888,1916,-0.07,0.150000006,-0.140000001,0,0,0,179.6600037,-0.920000017
10.92,0,0,0,0,479,2234,1888,1925,0.039999999,-0.039999999,-0.310000002,0,0,0,179.6600037,-0.920000017
10.93,0,0,0,0,479,2226,1888,1915,0.050000001,-0.090000004,0.170000002,0,0,0,179.6600037,-0.920000017
10.94,0,0,0,0,479,2222,1887,1911,-0.02,0.039999999,0.340000004,0,0,0,179.6600037,-0.920000017
10.95,0,0,0,0,480,2233,1888,1920,-0.039999999,0.090000004,-0.109999999,0,0,0,179.6600037,-0.920000017
10.96,0,0,0,0,480,2233,1888,1912,0.039999999,-0.07,-0.270000011,0,0,0,179.6600037,-0.920000017
10.97,0,0,0,0,480,2233,1888,1921,0.029999999,-0.129999995,0.150000006,0,0,0,179.6600037,-0.920000017
10.98,0,0,0,0,480,2226,1888,1911,-0.050000001,0.01,0.330000013,0,0,0,179.6600037,-0.920000017
10.99,0,0,0,0,481,2235,1888,1915,-0.050000001,0.090000004,-0.170000002,0,0,0,179.6600037,-0.920000017
11,0,0,0,0,480,2237,1888,1925,0.029999999,-0.050000001,-0.300000012,0,0,0,179.6600037,-0.920000017
11.01,0,0,0,0,481,2227,1888,1916,0.029999999,-0.079999998,0.150000006,0,0,0,179.6600037,-0.920000017
11.02,0,0,0,0,481,2227,1888,1925,-0.029999999,0.07,0.280000001,0,0,0,179.6600037,-0.920000017
11.03,0,0,0,0,481,2226,1888,1917,-0.029999999,0.140000001,-0.209999993,0,0,0,179.6600037,-0.920000017
11.04,0,0,0,0,481,2232,1887,1912,0.029999999,-0.01,-0.310000002,0,0,0,179.6600037,-0.920000017
11.05,0,0,0,0,481,2233,1888,1920,0.039999999,-0.079999998,0.200000003,0,0,0,179.6600037,-0.920000017
11.06,0,0,0,0,480,2223,1888,1911,-0.050000001,0.039999999,0.310000002,0,0,0,179.6600037,-0.920000017
11.07,0,0,0,0,480,2233,1887,1919,-0.059999999,0.079999998,-0.200000003,0,0,0,179.6600037,-0.920000017
11.08,0,0,0,0,480,2233,1887,1912,0.01,-0.07,0.189999998,0,0,0,179.6600037,-0.920000017
11.09,0,0,0,0,481,2237,1888,1916,0.01,-0.07,0.189999998,0,0,0,179.6600037,-0.920000017
11.1,0,0,0,0,481,2237,1888,1922,-0.050000001,0.039999999,0.319999993,0,0,0,179.6600037,-0.920000017
11.11,0,0,0,0,481,2228,1888,1924,-0.01,0.109999999,-0.219999999,0,0,0,179.6600037,-0.920000017
11.12,0,0,0,0,481,2237,1888,1919,0.07,-0.07,-0.239999995,0,0,0,179.6600037,-0.920000017
11.13,0,0,0,0,481,2226,1888,1918,0.07,-0.079999998,0.209999993,0,0,0,179.6600037,-0.920000017
11.14,0,0,0,0,481,2233,1888,1912,-0.01,0.059999999,0.289999992,0,0,0,179.6600037,-0.920000017
11.15,0,0,0,0,481,2234,1887,1917,0,0.050000001,-0.209999993,0,0,0,179.6600037,-0.920000017
11.16,0,0,0,0,481,2224,1888,1916,0.02,-0.109999999,-0.25,0,0,0,179.6600037,-0.920000017
11.17,0,0,0,0,481,2233,1887,1911,0.050000001,-0.100000002,0.219999999,0,0,0,179.6600037,-0.920000017
11.18,0,0,0,0,481,2228,1888,1921,-0.02,0.029999999,0.259999991,0,0,0,179.6600037,-0.920000017
11.19,0,0,0,0,481,2238,1888,1918,-0.050000001,0.059999999,-0.270000011,0,0,0,179.6600037,-0.920000017
11.2,0,0,0,0,481,2237,1887,1923,0.02,-0.090000004,-0.209999993,0,0,0,179.6600037,-0.920000017
11.21,0,0,0,0,481,2230,1888,1921,0.039999999,-0.050000001,0.259999991,0,0,0,179.6600037,-0.920000017
11.22,0,0,0,0,481,2238,1887,1919,-0.059999999,0.059999999,0.239999995,0,0,0,179.6600037,-0.920000017
11.23,0,0,0,0,481,2226,1888,1912,-0.02,0.079999998,-0.239999995,0,0,0,179.6600037,-0.920000017
11.24,0,0,0,0,481,2232,1888,1913,0.029999999,-0.07,-0.180000007,0,0,0,179.6600037,-0.920000017
11.25,0,0,0,0,481,2231,1888,1911,0.039999999,-0.039999999,0.25,0,0,0,179.6600037,-0.920000017
11.26,0,0,0,0,481,2225,1888,1912,-0.050000001,0.119999997,0.219999999,0,0,0,179.6600037,-0.920000017
11.27,0,0,0,0,481,2230,1888,1913,-0.039999999,0.100000002,-0.310000002,0,0,0,179.6600037,-0.920000017
11.28,0,0,0,0,481,2230,1888,1918,0.039999999,-0.109999999,-0.219999999,0,0,0,179.6600037,-0.920000017
11.29,0,0,0,0,481,2236,1888,1919,0.059999999,-0.129999995,0.150000006,0,0,0,179.6600037,-0.920000017
11.3,0,0,0,0,481,2237,1887,1913,-0.01,0.039999999,0.180000007,0,0,0,179.6600037,-0.920000017
11.31,0,0,0,0,481,2232,1888,1917,0.02,0.029999999,-0.300000012,0,0,0,179.6600037,-0.920000017
11.32,0,0,0,0,481,2236,1888,1918,0.07,-0.100000002,-0.180000007,0,0,0,179.6600037,-0.920000017
11.33,0,0,0,0,481,2226,1888,1910,0.02,-0.100000002,0.319999993,0,0,0,179.6600037,-0.920000017
11.34,0,0,0,0,481,2229,1888,1911,-0.059999999,0.100000002,0.280000001,0,0,0,179.6600037,-0.920000017
11.35,0,0,0,0,481,2225,1888,1908,-0.01,0.07,-0.159999996,0,0,0,179.6600037,-0.920000017
11.36,0,0,0,0,481,2226,1888,1912,0.029999999,-0.059999999,-0.170000002,0,0,0,179.6600037,-0.920000017
11.37,0,0,0,0,481,2230,1888,1913,0,-0.059999999,0.270000011,0,0,0,179.6600037,-0.920000017
11.38,0,0,0,0,481,2231,1888,1914,-0.090000004,0.100000002,0.159999996,0,0,0,179.6600037,-0.920000017
11.39,0,0,0,0,481,2234,1888,1918,-0.02,0.039999999,-0.349999994,0,0,0,179.6600037,-0.920000017
11.4,0,0,0,0,481,2232,1888,1914,0.039999999,-0.07,-0.259999991,0,0,0,179.6600037,-0.920000017
11.41,0,0,0,0,481,2232,1888,1920,0.039999999,-0.079999998,0.230000004,0,0,0,179.6600037,-0.920000017
11.42,0,0,0,0,481,2231,1888,1918,-0.029999999,0.090000004,0.200000003,0,0,0,179.6600037,-0.920000017
11.43,0,0,0,0,481,2227,1888,1904,0.01,0.029999999,-0.230000004,0,0,0,179.6600037,-0.920000017
11.44,0,0,0,0,481,2227,1888,1911,0.100000002,-0.109999999,-0.129999995,0,0,0,179.6600037,-0.920000017
11.45,0,0,0,0,481,2226,1888,1907,0.090000004,-0.039999999,0.349999994,0,0,0,179.6600037,-0.920000017
11.46,0,0,0,0,481,2227,1888,1914,-0.02,0.090000004,0.200000003,0,0,0,179.6600037,-0.920000017
11.47,0,0,0,0,481,2225,1887,1916,-0.029999999,0.039999999,-0.259999991,0,0,0,179.6600037,-0.920000017
11.48,0,0,0,0,481,2232,1888,1913,0.02,-0.079999998,-0.129999995,0,0,0,179.6600037,-0.920000017
11.49,0,0,0,0,481,2232,1888,1918,-0.039999999,-0.079999998,0.289999992,0,0,0,179.6600037,-0.920000017
11.5,0,0,0,0,481,2232,1888,1910,-0.109999999,0.100000002,0.079999998,0,0,0,179.6600037,-0.920000017
11.51,0,0,0,0,481,2231,1888,1916,-0.050000001,-0.01,-0.409999996,0,0,0,179.6600037,-0.920000017
11.52,0,0,0,0,481,2231,1888,1919,0,-0.129999995,-0.170000002,0,0,0,179.6600037,-0.920000017
11.53,0,0,0,0,481,2225,1888,1908,0.029999999,-0.079999998,0.270000011,0,0,0,179.6600037,-0.920000017
11.54,0,0,0,0,481,2223,1888,1916,-0.01,0.090000004,0.129999995,0,0,0,179.6600037,-0.920000017
11.55,0,0,0,0,481,2226,1887,1907,0.029999999,0,-0.259999991,0,0,0,179.6600037,-0.920000017
11.56,0,0,0,0,481,2227,1888,1913,0.129999995,-0.079999998,-0.059999999,0,0,0,179.6600037,-0.920000017
11.57,0,0,0,0,481,2226,1888,1912,0.07,-0.059999999,0.409999996,0,0,0,179.6600037,-0.920000017
11.58,0,0,0,0,481,2231,1888,1912,-0.02,0.129999995,0.170000002,0,0,0,179.6600037,-0.920000017
11.59,0,0,0,0,481,2229,1888,1922,0,0.01,-0.319999993,0,0,0,179.6600037,-0.920000017
11.6,0,0,0,0,481,2233,1888,1913,0.029999999,-0.079999998,-0.109999999,0,0,0,179.6600037,-0.920000017
11.61,0,0,0,0,481,2230,1888,1919,-0.01,-0.039999999,0.270000011,0,0,0,179.6600037,-0.920000017
11.62,0,0,0,0,481,2229,1888,1912,-0.100000002,0.109999999,0.01,0,0,0,179.6600037,-0.920000017
11.63,0,0,0,0,481,2227,1888,1904,-0.039999999,0,-0.370000005,0,0,0,179.6600037,-0.920000017
11.64,0,0,0,0,481,2226,1888,1912,-0.01,-0.129999995,-0.090000004,0,0,0,179.6600037,-0.920000017
11.65,0,0,0,0,481,2226,1888,1906,0,-0.07,0.360000014,0,0,0,179.6600037,-0.920000017
11.66,0,0,0,0,481,2228,1888,1915,-0.039999999,0.079999998,0.109999999,0,0,0,179.6600037,-0.920000017
11.67,0,0,0,0,481,2224,1888,1907,0.039999999,-0.01,-0.300000012,0,0,0,179.6600037,-0.920000017
11.68,0,0,0,0,481,2230,1888,1914,0.100000002,-0.079999998,-0.050000001,0,0,0,179.6600037,-0.920000017
11.69,0,0,0,0,481,2232,1888,1920,0,0,0.330000013,0,0,0,179.6600037,-0.920000017
11.7,0,0,0,0,481,2232,1888,1910,0,0.150000006,0,0,0,0,179.6600037,-0.920000017
11.71,0,0,0,0,481,2231,1888,1918,0,-0.02,-0.300000012,0,0,0,179.6600037,-0.920000017
11.72,0,0,0,0,481,2231,1888,1913,-0.01,-0.090000004,0.02,0,0,0,179.6600037,-0.920000017
11.73,0,0,0,0,481,2226,1888,1907,-0.100000002,0,0.289999992,0,0,0,179.6600037,-0.920000017
11.74,0,0,0,0,481,2224,1888,1916,-0.119999997,0.140000001,-0.050000001,0,0,0,179.6600037,-0.920000017
11.75,0,0,0,0,481,2227,1888,1906,-0.02,0.01,-0.330000013,0,0,0,179.6600037,-0.920000017
11.76,0,0,0,0,481,2226,1888,1912,0.039999999,-0.100000002,0.050000001,0,0,0,179.6600037,-0.920000017
11.77,0,0,0,0,481,2227,1888,1906,0.039999999,-0.039999999,0.349999994,0,0,0,179.6600037,-0.920000017
11.78,0,0,0,0,481,2233,1888,1912,0,0.07,0.02,0,0,0,179.6600037,-0.920000017
11.79,0,0,0,0,481,2231,1888,1917,0.050000001,-0.07,-0.270000011,0,0,0,179.6600037,-0.920000017
11.8,0,0,0,0,481,2231,1888,1913,0.100000002,-0.170000002,0.02,0,0,0,179.6600037,-0.910000026
11.81,0,0,0,0,481,2229,1888,1921,0.02,-0.07,0.340000004,0,0,0,179.6600037,-0.910000026
11.82,0,0,0,0,481,2232,1888,1913,-0.039999999,0.090000004,-0.07,0,0,0,179.6600037,-0.920000017
11.83,0,0,0,0,481,2227,1888,1904,-0.01,-0.050000001,-0.370000005,0,0,0,179.6600037,-0.920000017
11.84,0,0,0,0,482,2226,1888,1913,-0.02,-0.029999999,-0.02,0,0,0,179.6600037,-0.920000017
11.85,0,0,0,0,481,2227,1888,1907,-0.140000001,0.050000001,0.280000001,0,0,0,179.6600037,-0.920000017
11.86,0,0,0,0,481,2226,1888,1915,-0.109999999,0.180000007,-0.159999996,0,0,0,179.6600037,-0.920000017
11.87,0,0,0,0,481,2225,1888,1908,-0.02,-0.01,-0.270000011,0,0,0,179.6600037,-0.920000017
11.88,0,0,0,0,481,2232,1888,1913,0.079999998,-0.050000001,0.090000004,0,0,0,179.6600037,-0.920000017
11.89,0,0,0,0,481,2230,1888,1920,0,0.079999998,0.449999988,0,0,0,179.6600037,-0.920000017
11.9,0,0,0,0,482,2231,1888,1912,0.02,0.100000002,-0.01,0,0,0,179.6600037,-0.920000017
11.91,0,0,0,0,481,2232,1888,1918,0.039999999,-0.050000001,-0.200000003,0,0,0,179.6600037,-0.920000017
11.92,0,0,0,0,481,2230,1888,1914,0.029999999,-0.140000001,0.119999997,0,0,0,179.6600037,-0.910000026
11.93,0,0,0,0,482,2227,1888,1908,-0.050000001,0.029999999,0.319999993,0,0,0,179.6600037,-0.920000017
11.94,0,0,0,0,481,2224,1888,1918,-0.059999999,0.100000002,-0.189999998,0,0,0,179.6600037,-0.920000017
11.95,0,0,0,0,481,2227,1888,1906,0.01,-0.039999999,-0.340000004,0,0,0,179.6600037,-0.920000017
11.96,0,0,0,0,481,2224,1888,1916,0.039999999,-0.07,0.079999998,0,0,0,179.6600037,-0.920000017
11.97,0,0,0,0,482,2225,1888,1905,-0.050000001,0.059999999,0.270000011,0,0,0,179.6600037,-0.920000017
11.98,0,0,0,0,481,2232,1888,1913,-0.079999998,0.119999997,-0.180000007,0,0,0,179.6600037,-0.920000017
11.99,0,0,0,0,482,2228,1888,1923,0,-0.07,-0.280000001,0,0,0,179.6600037,-0.920000017
12,0,0,0,0,482,2232,1888,1914,0.029999999,-0.119999997,0.119999997,0,0,0,179.6600037,-0.910000026
12.01,0,0,0,0,482,2226,1888,1926,-0.059999999,0.039999999,0.330000013,0,0,0,179.6600037,-0.910000026
12.02,0,0,0,0,481,2229,1888,1913,-0.029999999,0.07,-0.129999995,0,0,0,179.6600037,-0.920000017
12.03,0,0,0,0,482,2228,1888,1922,0.090000004,-0.109999999,-0.200000003,0,0,0,179.6600037,-0.920000017
12.04,0,0,0,0,482,2225,1888,1913,0.079999998,-0.090000004,0.140000001,0,0,0,179.6600037,-0.910000026
12.05,0,0,0,0,482,2227,1888,1907,-0.01,0.079999998,0.230000004,0,0,0,179.6600037,-0.920000017
12.06,0,0,0,0,481,2222,1888,1917,-0.079999998,0.100000002,-0.259999991,0,0,0,179.6600037,-0.920000017
