Time,FLrpm,FRrpm,RLrpm,RRrpm,FL,FR,RL,RR,Ax,Ay,Az,RollR,PitchR,YawR,PitchPos,RollPos
30.28,6244,-4978,6286,-4973,494,1697,2070,1515,4.130000114,-8.050000191,0.340000004,0.200000003,0.01,-1.49000001,-178.5,0.959999979
30.29,6262,-4915,6293,-4944,494,1697,2072,1523,0.259999991,-10.14999962,0.330000013,0.07,0.01,-1.5,-178.5099945,0.959999979
30.3,6220,-4935,6232,-4911,494,1755,2082,1539,5.199999809,-6.070000172,0.99000001,0.07,0.100000002,-1.50999999,-178.4900055,0.860000014
30.31,6037,-4919,6253,-4924,494,1779,2131,1519,-2.539999962,-13.23999977,0.159999996,-0.219999999,0.029999999,-1.50999999,-178.5200043,0.910000026
30.32,6121,-4947,6271,-4968,495,1809,2172,1473,2.25999999,-9.420000076,1.269999981,-0.219999999,0.029999999,-1.50999999,-178.5,0.970000029
30.33,6104,-4938,6252,-4938,495,1828,2172,1417,-2.069999933,-12.67000008,3.180000067,-0.259999991,0.050000001,-1.580000043,-178.5,1.049999952
30.34,6252,-4901,6225,-5020,496,1839,2194,1347,-3.720000029,-16.17000008,-0.720000029,-0.259999991,0.050000001,-1.580000043,-178.4600067,1.309999943
30.35,6065,-4845,6312,-4978,496,1820,2190,1278,-3.980000019,-13.89000034,-1.549999952,0.159999996,-0.059999999,-1.590000033,-178.4600067,1.309999943
30.36,6265,-4848,6341,-5046,495,1825,2160,1252,-4.289999962,-13.28999996,-3.839999914,0.159999996,-0.059999999,-1.590000033,-178.4799957,1.25999999
30.37,6187,-4813,6387,-5055,494,1852,2140,1213,-2.130000114,-8.859999657,0,0.300000012,-0.059999999,-1.669999957,-178.4900055,1.179999948
30.38,6299,-4852,6424,-4972,495,1894,2111,1201,-5.409999847,-6.96999979,-0.349999994,0.300000012,-0.059999999,-1.669999957,-178.5200043,0.930000007
30.39,6290,-4827,6445,-4909,495,1930,2096,1290,-1.75999999,-7.179999828,-0.469999999,0.109999999,-0.200000003,-1.75999999,-178.5599976,0.870000005
30.4,6316,-4838,6422,-4865,496,1911,2097,1386,-4.320000172,-9.510000229,1.25,0.109999999,-0.200000003,-1.75999999,-178.6600037,0.680000007
30.41,6302,-4805,6382,-4821,494,1887,2113,1441,2.940000057,-8.199999809,2.049999952,-0.270000011,-0.170000002,-1.809999943,-178.6999969,0.649999976
30.42,6215,-4805,6347,-4834,495,1824,2134,1469,-0.189999998,-11.34000015,4.46999979,-0.270000011,-0.170000002,-1.809999943,-178.8399963,0.810000002
30.43,6166,-4723,6360,-4843,495,1787,2164,1465,4.929999828,-10.01000023,-1.789999962,-0.189999998,-0.100000002,-1.799999952,-178.8600006,0.870000005
30.44,6117,-4720,6333,-4835,495,1763,2192,1457,0.49000001,-14.88000011,2.74000001,-0.189999998,-0.100000002,-1.799999952,-178.9799957,1.059999943
30.45,6211,-4677,6398,-4805,495,1741,2210,1466,5,-11.97000027,-4.909999847,0.109999999,-0.059999999,-1.75999999,-179,1.080000043
30.46,6071,-4686,6405,-4760,496,1732,2164,1454,3.069999933,-10.22000027,-0.790000022,0.109999999,-0.059999999,-1.75999999,-179.0700073,1.059999943
30.47,6236,-4585,6375,-4763,494,1747,2113,1456,4.179999828,-9.199999809,2.019999981,0.02,0.02,-1.789999962,-179.0700073,1.029999971
30.48,6067,-4627,6244,-4786,495,1753,2136,1459,1.610000014,-6.150000095,0.610000014,0.02,0.02,-1.789999962,-179.1000061,1
30.49,6129,-4647,6285,-4739,495,1776,2217,1454,2.309999943,-5.900000095,-0.720000029,-0.129999995,0.02,-1.809999943,-179.1000061,1.039999962
30.5,6122,-4601,6276,-4741,495,1784,2305,1457,3.769999981,-16.18000031,0.910000026,-0.129999995,0.02,-1.809999943,-179.1300049,1.230000019
30.51,6045,-4548,6270,-4742,494,1793,2347,1455,0.800000012,-10.48999977,1.049999952,0.07,0.079999998,-1.789999962,-179.1100006,1.230000019
30.52,6096,-4552,6262,-4732,494,1811,2317,1452,5.789999962,-12.76000023,0.790000022,0.07,0.079999998,-1.789999962,-179.0800018,1.25999999
30.53,6052,-4548,6350,-4705,495,1805,2317,1461,-2.349999905,-9.289999962,-0.330000013,0.02,0.100000002,-1.799999952,-179.0599976,1.230000019
30.54,6030,-4532,6296,-4762,494,1821,2275,1453,4.090000153,-12.27999973,-1.950000048,0.02,0.100000002,-1.799999952,-179,1.169999957
30.55,6046,-4508,6327,-4674,494,1832,2254,1446,-4.539999962,-9.670000076,-3.200000048,-0.090000004,0.02,-1.870000005,-178.9799957,1.129999995
30.56,6050,-4510,6347,-4722,495,1851,2215,1415,-0.460000008,-12.52999973,-2.289999962,-0.090000004,0.02,-1.870000005,-178.9400024,1.139999986
30.57,5945,-4500,6354,-4672,494,1863,2204,1399,-3.75999999,-7.389999866,-0.779999971,0.029999999,-0.07,-1.950000048,-178.9299927,1.120000005
30.58,6039,-4454,6361,-4735,495,1841,2204,1387,-1.059999943,-10.31000042,-0.860000014,0.029999999,-0.07,-1.950000048,-178.9400024,1.159999967
30.59,5995,-4421,6380,-4688,494,1846,2204,1360,-0.5,-6.110000134,2.720000029,0.100000002,-0.090000004,-2.019999981,-178.9400024,1.159999967
30.6,6060,-4392,6380,-4697,495,1829,2204,1370,2.380000114,-8.050000191,3.00999999,0.100000002,-0.090000004,-2.019999981,-179,1.139999986
30.61,5980,-4367,6476,-4669,494,1823,2200,1370,0.029999999,-6.320000172,-0.800000012,0.07,-0.029999999,-2.109999895,-178.9900055,1.120000005
30.62,6120,-4328,6460,-4694,495,1819,2172,1402,2.230000019,-6.739999771,-0.720000029,0.07,-0.029999999,-2.109999895,-179.0700073,1.059999943
30.63,6058,-4312,6427,-4601,494,1807,2172,1429,-2.319999933,-7.210000038,-4.409999847,0.01,-0.140000001,-2.200000048,-179.1100006,1.059999943
30.64,6037,-4290,6405,-4616,494,1807,2185,1447,-1.120000005,-7.25,-4.239999771,0.01,-0.140000001,-2.200000048,-179.2200012,1.039999962
30.65,6082,-4252,6319,-4643,495,1781,2191,1468,0.920000017,-8.029999733,3.019999981,0.029999999,-0.170000002,-2.25999999,-179.2700043,1.049999952
30.66,5980,-4255,6308,-4624,495,1762,2196,1462,0.129999995,-8.380000114,0.930000007,0.029999999,-0.170000002,-2.25999999,-179.4100037,1.070000052
30.67,6000,-4197,6296,-4667,495,1727,2226,1490,4.039999962,-9.619999886,3.450000048,0.029999999,-0.039999999,-2.25999999,-179.4299927,1.070000052
30.68,5932,-4173,6226,-4637,495,1659,2243,1527,3.549999952,-11.21000004,4.21999979,0.07,-0.079999998,-2.25,-179.5599976,1.039999962
30.69,5802,-4201,6210,-4685,495,1637,2243,1531,4.119999886,-12.06999969,-3.019999981,0.100000002,0,-2.210000038,-179.5800018,1.00999999
30.7,5847,-4218,6236,-4679,494,1625,2230,1576,2.950000048,-10.48999977,-1.830000043,0.100000002,0,-2.210000038,-179.6499939,0.910000026
30.71,5708,-4206,6121,-4759,495,1637,2216,1611,2.839999914,-10.14000034,-2.519999981,0.180000007,0,-2.130000114,-179.6600037,0.850000024
30.72,5715,-4199,6109,-4775,494,1644,2180,1661,0.479999989,-9.180000305,-1.889999986,0.180000007,0,-2.130000114,-179.6699982,0.699999988
30.73,5604,-4288,6060,-4928,495,1734,2140,1694,5.230000019,-10.43999958,3.130000114,0.170000002,0.039999999,-1.960000038,-179.6699982,0.649999976
30.74,5674,-4275,5979,-4918,495,1760,2076,1748,1.389999986,-8.350000381,4.170000076,0.170000002,0.039999999,-1.960000038,-179.6300049,0.460000008
30.75,5535,-4360,5953,-4997,494,1800,2014,1748,4.920000076,-7.96999979,-1.389999986,0.150000006,0.090000004,-1.720000029,-179.6100006,0.379999995
30.76,5511,-4434,5794,-5009,494,1849,1965,1782,3.349999905,-7.320000172,0.899999976,0.150000006,0.090000004,-1.720000029,-179.5599976,0.200000003
30.77,5510,-4483,5672,-5146,494,1882,1963,1817,3.430000067,-7.840000153,-3.50999999,-0.039999999,0.050000001,-1.450000048,-179.5399933,0.150000006
30.78,5461,-4578,5556,-5207,495,1985,1963,1838,2.109999895,-9.590000153,-0.289999992,-0.039999999,0.050000001,-1.450000048,-179.4700012,0.100000002
30.79,5350,-4579,5504,-5280,495,2011,1971,1836,4.239999771,-9.81000042,0.059999999,-0.02,0.109999999,-1.179999948,-179.4499969,0.100000002
30.8,5401,-4646,5381,-5307,495,2038,1973,1842,1.690000057,-9.829999924,1.460000038,-0.02,0.109999999,-1.179999948,-179.3399963,0.100000002
30.81,5347,-4684,5270,-5372,495,2062,1975,1830,2.950000048,-10.10000038,-0.449999988,0,0.07,-0.930000007,-179.3200073,0.109999999
30.82,5243,-4756,5208,-5394,494,2075,1983,1839,0.959999979,-10.88000011,0.99000001,0,0.07,-0.930000007,-179.2200012,0.100000002
30.83,5271,-4745,5102,-5486,495,2097,1986,1806,3.089999914,-9.960000038,1.419999957,0,0.109999999,-0.879999995,-179.1900024,0.100000002
30.84,5287,-4811,5099,-5455,494,2110,1983,1807,1.639999986,-12.07999992,-0.180000007,-0.029999999,0.059999999,-0.720000029,-179.1000061,0.129999995
30.85,5141,-4832,5041,-5458,494,2110,1981,1827,2.559999943,-11.14000034,-1.5,0.02,0.059999999,-0.519999981,-179.1000061,0.129999995
30.86,5069,-4930,4989,-5461,495,2111,1979,1847,0.680000007,-11.07999992,-0.509999991,0.02,0.059999999,-0.519999981,-178.9900055,0.090000004
30.87,5094,-4877,4913,-5450,495,2082,1976,1849,2.380000114,-9.880000114,-0.649999976,-0.100000002,0.029999999,-0.360000014,-178.9700012,0.079999998
30.88,5134,-4995,4907,-5455,495,2050,1972,1822,0.800000012,-9.399999619,0.379999995,-0.100000002,0.029999999,-0.360000014,-178.9199982,0.129999995
30.89,5146,-4957,4871,-5413,495,1928,1969,1812,1.820000052,-9.170000076,-0.150000006,-0.07,0.059999999,-0.219999999,-178.9100037,0.159999996
30.9,5117,-5002,4837,-5467,493,1870,1966,1764,0.310000002,-8.409999847,-1.330000043,-0.07,0.059999999,-0.219999999,-178.8500061,0.259999991
30.91,5060,-4993,4842,-5378,495,1870,1967,1752,1.399999976,-7.78000021,-0.970000029,-0.059999999,0.050000001,-0.100000002,-178.8300018,0.289999992
30.92,5049,-5101,4803,-5427,494,1830,1975,1754,0.050000001,-8.170000076,-1.100000024,-0.059999999,0.050000001,-0.100000002,-178.7799988,0.360000014
30.93,5042,-5089,4757,-5418,496,1856,1975,1739,1.769999981,-8.920000076,0.330000013,-0.079999998,0.100000002,-0.07,-178.75,0.389999986
30.94,5038,-5132,4739,-5418,494,1908,1975,1733,1.830000043,-7.400000095,1.480000019,-0.02,0.029999999,0.01,-178.6999969,0.430000007
30.95,5027,-5153,4731,-5422,493,1918,1980,1710,2.720000029,-9.930000305,0,-0.02,0.029999999,0.150000006,-178.6999969,0.430000007
30.96,5003,-5191,4732,-5465,493,1888,1982,1721,2.890000105,-8.100000381,0.460000008,-0.02,0.029999999,0.150000006,-178.6799927,0.449999988
30.97,4933,-5192,4693,-5450,494,1870,1981,1718,2.50999999,-9.670000076,-3.089999914,0.01,0.039999999,0.300000012,-178.6699982,0.449999988
30.98,4917,-5245,4664,-5474,494,1875,1980,1721,2.630000114,-8.81000042,-2.470000029,0.01,0.039999999,0.300000012,-178.6799927,0.439999998
30.99,4923,-5262,4653,-5439,495,1887,1968,1716,0.629999995,-9.260000229,-1.139999986,-0.01,-0.050000001,0.449999988,-178.6999969,0.439999998
31,4895,-5328,4616,-5426,495,1897,1967,1721,2.079999924,-7.96999979,-1.480000019,-0.01,-0.050000001,0.449999988,-178.7200012,0.430000007
31.01,4785,-5311,4639,-5424,495,1882,1968,1751,0.300000012,-9.369999886,-0.090000004,-0.029999999,-0.07,0.49000001,-178.7400055,0.439999998
31.02,4785,-5436,4567,-5380,494,1868,1973,1751,0.720000029,-9.029999733,0.720000029,-0.029999999,-0.090000004,0.629999995,-178.8099976,0.449999988
31.03,4803,-5508,4574,-5460,494,1843,1980,1756,1.970000029,-9.909999847,0.639999986,-0.090000004,-0.059999999,0.839999974,-178.8399963,0.469999999
31.04,4759,-5491,4528,-5417,494,1772,1984,1765,0.610000014,-12.10000038,1.330000043,-0.090000004,-0.059999999,0.839999974,-178.9100037,0.519999981
31.05,4668,-5569,4502,-5504,495,1760,1984,1752,2.339999914,-12.63000011,-0.389999986,-0.01,-0.07,1.080000043,-178.9100037,0.519999981
31.06,4655,-5585,4422,-5477,495,1743,1981,1783,1.629999995,-11.14999962,0.090000004,-0.01,-0.07,1.080000043,-178.9700012,0.529999971
31.07,4627,-5717,4424,-5551,494,1752,1981,1779,3.460000038,-11.5,1.149999976,0.01,0.029999999,1.320000052,-178.9799957,0.529999971
31.08,4530,-5706,4452,-5534,495,1765,1939,1771,3.839999914,-12.47000027,1.350000024,0.01,0.029999999,1.320000052,-178.9700012,0.49000001
31.09,4570,-5817,4284,-5573,495,1765,1939,1773,2.369999886,-7.980000019,-2.730000019,0.170000002,0.029999999,1.519999981,-178.9700012,0.460000008
31.1,4587,-5795,4335,-5647,495,1819,1907,1765,4.760000229,-3.450000048,-5.050000191,0.170000002,0.029999999,1.519999981,-178.9400024,0.370000005
31.11,4487,-5744,4373,-5676,495,1972,1916,1773,1.299999952,-1.889999986,-0.949999988,0.119999997,-0.02,1.559999943,-178.9499969,0.319999993
31.12,4464,-5815,4292,-5677,495,2092,1905,1812,3.619999886,3.980000019,-0.07,0.360000014,0,1.629999995,-178.9299927,0.039999999
31.13,4532,-5761,4344,-5678,496,2202,1905,1893,0.920000017,5.429999828,0.310000002,0.310000002,0.039999999,1.610000014,-178.9199982,-0.07
31.14,4559,-5764,4304,-5667,496,2399,1794,2073,-0.050000001,13.40999985,2.970000029,0.310000002,0.039999999,1.610000014,-178.8899994,-0.449999988
31.15,4460,-5734,4325,-5674,495,2464,1645,2104,-1.889999986,13.35999966,2,0.100000002,0.029999999,1.580000043,-178.8999939,-0.540000022
31.16,4469,-5760,4341,-5656,495,2511,1589,2096,-0.870000005,14.44999981,-0.899999976,0.100000002,0.029999999,1.580000043,-178.8600006,-0.689999998
31.17,4537,-5753,4350,-5648,495,2555,1555,2104,-0.259999991,13.89999962,2.769999981,-0.01,0,1.529999971,-178.8699951,-0.699999988
31.18,4532,-5677,4346,-5630,496,2598,1541,2134,-0.620000005,11.56000042,0.949999988,-0.01,0,1.529999971,-178.8500061,-0.720000029
31.19,4464,-5792,4401,-5650,496,2714,1541,2180,1.139999986,12.68000031,1.029999971,0.100000002,0.01,1.50999999,-178.8300018,-0.74000001
31.2,4527,-5726,4373,-5662,497,2741,1521,2212,0.460000008,9.739999771,1.75,0.100000002,0.01,1.50999999,-178.8500061,-0.790000022
31.21,4521,-5779,4391,-5675,497,2747,1502,2232,1.779999971,8.760000229,0.330000013,0.039999999,0.01,1.50999999,-178.8500061,-0.829999983
31.22,4534,-5705,4377,-5670,499,2750,1457,2223,3.670000076,6.510000229,1.860000014,0.039999999,0.01,1.50999999,-178.8899994,-0.930000007
31.23,4418,-5825,4364,-5653,499,2803,1372,2222,2.119999886,9,-1.99000001,-0.01,0.029999999,1.559999943,-178.8999939,-0.970000029
31.24,4511,-5773,4358,-5753,499,2850,1372,2222,4.670000076,7.590000153,-0.769999981,-0.01,0.029999999,1.559999943,-178.9299927,-1.029999971
31.25,4483,-5754,4385,-5742,499,2902,1358,2222,-0.790000022,12.65999985,-4.489999771,-0.109999999,-0.100000002,1.600000024,-178.9700012,-1.049999952
31.26,4538,-5830,4360,-5822,500,2914,1371,2212,2.450000048,9.93999958,-5.119999886,-0.109999999,-0.100000002,1.600000024,-179.0500031,-1
31.27,4419,-5728,4325,-5795,500,2910,1371,2191,-3.140000105,11.35000038,0.100000002,-0.039999999,-0.180000007,1.639999986,-179.1000061,-0.99000001
31.28,4440,-5834,4367,-5792,499,2891,1363,2158,1.169999957,9.840000153,-4.590000153,-0.039999999,-0.180000007,1.639999986,-179.2200012,-0.930000007
31.29,4570,-5794,4366,-5864,500,2859,1363,2158,-2.539999962,11.92000008,1.629999995,-0.029999999,-0.239999995,1.679999948,-179.2799988,-0.910000026
31.3,4484,-5843,4330,-5866,500,2801,1347,2182,0.150000006,12.52999973,0.980000019,-0.029999999,-0.239999995,1.679999948,-179.4400024,-0.860000014
31.31,4437,-5964,4376,-5884,500,2750,1354,2198,0.360000014,11.69999981,3.369999886,-0.109999999,-0.189999998,1.700000048,-179.5,-0.829999983
31.32,4438,-5833,4355,-5819,499,2674,1361,2192,3.819999933,10.72000027,6.559999943,-0.109999999,-0.189999998,1.700000048,-179.6799927,-0.800000012
31.33,4505,-5894,4381,-5859,499,2616,1377,2192,2.640000105,8.069999695,-1.830000043,0,-0.100000002,1.679999948,-179.7299957,-0.759999991
31.34,4437,-5936,4346,-5813,499,2564,1395,2240,3.970000029,11.43999958,2.75,0,-0.100000002,1.679999948,-179.8999939,-0.779999971
31.35,4456,-5864,4376,-5803,498,2453,1395,2294,-0.310000002,10.68999958,-1.629999995,0.159999996,-0.059999999,1.649999976,-179.9700012,-0.790000022
31.36,4397,-5823,4360,-5759,498,2419,1388,2354,7.260000229,10.61999989,-0.949999988,0.159999996,-0.059999999,1.649999976,179.8999939,-0.870000005
31.37,4439,-5827,4441,-5775,497,2390,1347,2396,-2.650000095,13.94999981,3.470000029,-0.01,-0.029999999,1.610000014,179.8600006,-0.920000017
31.38,4394,-5894,4360,-5794,497,2363,1316,2385,4.96999979,11.81000042,0.879999995,-0.01,-0.029999999,1.610000014,179.8000031,-0.949999988
31.39,4384,-5836,4415,-5750,497,2329,1316,2385,-3.829999924,11.86999989,2.680000067,-0.159999996,-0.02,1.559999943,179.7599945,-0.920000017
31.4,4457,-5761,4407,-5861,497,2296,1336,2376,2.690000057,10.86999989,-2.849999905,-0.159999996,-0.02,1.559999943,179.7599945,-0.769999981
31.41,4426,-5847,4430,-5749,497,2296,1354,2356,-2.170000076,14.81999969,3.25,-0.159999996,0.029999999,1.539999962,179.75,-0.730000019
31.42,4487,-5785,4433,-5746,498,2260,1353,2356,-0.340000004,9.109999657,1.450000048,-0.159999996,0.029999999,1.539999962,179.8000031,-0.560000002
31.43,4410,-5819,4437,-5799,497,2253,1325,2328,1.139999986,12.44999981,0.75,-0.050000001,0.039999999,1.539999962,179.8099976,-0.519999981
31.44,4475,-5750,4465,-5747,498,2250,1288,2330,0.409999996,10.68000031,1.169999957,-0.050000001,0.039999999,1.539999962,179.8899994,-0.449999988
31.45,4469,-5822,4427,-5802,498,2271,1254,2334,1.820000052,10.94999981,-0.699999988,0.01,0.119999997,1.549999952,179.9299927,-0.430000007
31.46,4525,-5767,4430,-5754,498,2299,1269,2344,1.350000024,11.64999962,0.769999981,0.01,0.119999997,1.549999952,-179.9799957,-0.439999998
31.47,4438,-5763,4450,-5801,498,2328,1269,2344,0.270000011,12.67000008,-2.329999924,0.029999999,0.140000001,1.559999943,-179.9400024,-0.439999998
31.48,4473,-5798,4460,-5859,498,2345,1266,2371,2.099999905,12.64000034,1.75,0.029999999,0.140000001,1.559999943,-179.8600006,-0.469999999
31.49,4503,-5736,4490,-5826,498,2368,1254,2364,-4.809999943,11.68000031,1.5,-0.07,0.079999998,1.600000024,-179.8300018,-0.469999999
31.5,4477,-5888,4433,-5819,498,2442,1285,2350,-0.620000005,10.68000031,-2.630000114,-0.07,0.079999998,1.600000024,-179.7400055,-0.419999987
31.51,4488,-5726,4457,-5887,497,2484,1327,2349,-5.159999847,11.93000031,-1.460000038,0,0.01,1.600000024,-179.7299957,-0.419999987
31.52,4465,-5807,4464,-5881,498,2508,1380,2336,-2.210000038,10.36999989,-1.440000057,0,0.01,1.600000024,-179.6600037,-0.430000007
31.53,4513,-5741,4496,-5885,498,2507,1423,2320,-0.899999976,11.89999962,4.25,-0.07,0,1.549999952,-179.6399994,-0.430000007
31.54,4464,-5632,4513,-5885,497,2494,1452,2301,-0.170000002,9.170000076,4.940000057,-0.07,0,1.549999952,-179.6100006,-0.379999995
31.55,4589,-5670,4577,-5891,498,2446,1551,2220,2.700000048,10.56999969,1.309999943,-0.100000002,0.07,1.519999981,-179.5899963,-0.360000014
31.56,4527,-5514,4617,-5725,498,2426,1655,2174,1.710000038,9.590000153,2.24000001,-0.159999996,0.01,1.399999976,-179.6000061,-0.219999999
31.57,4710,-5544,4735,-5727,500,2402,1764,2104,3.49000001,11.51000023,-4.360000134,-0.109999999,0.059999999,1.120000005,-179.5800018,-0.180000007
31.58,4689,-5417,4774,-5646,498,2380,1837,2064,4.050000191,11,3.730000019,-0.109999999,0.059999999,1.120000005,-179.5700073,-0.090000004
31.59,4819,-5451,4871,-5562,498,2343,1847,2014,-1.279999971,7.909999847,0.219999999,-0.189999998,0.029999999,1.049999952,-179.5599976,-0.029999999
31.6,4871,-5321,4941,-5509,496,2312,1843,1959,2.589999914,6.909999847,1.850000024,-0.25,0.07,0.790000022,-179.5099945,0.090000004
31.61,5032,-5308,5046,-5414,496,2254,1843,1909,-2.319999933,5.489999771,-1.370000005,-0.189999998,0.039999999,0.449999988,-179.5,0.159999996
31.62,5038,-5289,5062,-5330,500,2232,1875,1868,-0.889999986,6.800000191,-1.799999952,-0.189999998,0.039999999,0.449999988,-179.4499969,0.310000002
31.63,5171,-5079,5211,-5191,498,2177,1872,1848,-0.519999981,6.320000172,1.100000024,-0.209999993,0,0.379999995,-179.4100037,0.449999988
31.64,5156,-5106,5236,-5091,498,2177,1870,1820,-0.600000024,4.869999886,-0.99000001,-0.090000004,0,0.029999999,-179.4100037,0.449999988
31.65,5349,-5069,5320,-5024,498,2155,1880,1781,-2.109999895,9.68999958,-1.659999967,-0.050000001,-0.02,-0.189999998,-179.4199982,0.519999981
31.66,5281,-5020,5322,-4983,498,2176,1898,1754,-2.109999895,9.68999958,-1.659999967,-0.050000001,-0.02,-0.189999998,-179.4199982,0.519999981
31.67,5472,-4862,5435,-4924,498,2180,1919,1761,0.340000004,9.449999809,-1.00999999,-0.01,0.050000001,-0.529999971,-179.4299927,0.639999986
31.68,5413,-4847,5502,-4822,499,2189,1958,1770,0.340000004,9.449999809,-1.00999999,-0.159999996,-0.050000001,-0.620000005,-179.4299927,0.639999986
31.69,5562,-4794,5511,-4781,500,2184,1995,1768,0.550000012,4.389999866,-0.360000014,-0.150000006,0,-0.860000014,-179.4900055,0.860000014
31.7,5508,-4799,5615,-4699,498,2189,2064,1747,0.550000012,4.389999866,-0.360000014,-0.150000006,0,-0.860000014,-179.4900055,0.860000014
31.71,5681,-4718,5599,-4730,498,2132,2099,1770,-0.01,-4.210000038,-2.460000038,-0.200000003,-0.01,-1.059999943,-179.5599976,1.149999976
31.72,5619,-4720,5619,-4718,498,2090,2146,1675,-0.01,-4.210000038,-2.460000038,-0.200000003,-0.01,-1.059999943,-179.5599976,1.149999976
31.73,5589,-4687,5663,-4674,498,2033,2179,1631,1.860000014,-8.479999542,-1.149999976,-0.07,-0.029999999,-1.129999995,-179.6600037,1.379999995
31.74,5699,-4710,5674,-4708,498,1968,2189,1587,1.860000014,-8.479999542,-1.149999976,-0.07,-0.029999999,-1.129999995,-179.6600037,1.379999995
31.75,5660,-4646,5648,-4659,498,1915,2148,1545,1.799999952,-8.460000038,-0.720000029,0,-0.01,-1.159999967,-179.7200012,1.429999948
31.76,5752,-4679,5653,-4656,498,1826,2145,1520,1.799999952,-8.460000038,-0.720000029,0,-0.01,-1.159999967,-179.7200012,1.429999948
31.77,5728,-4692,5685,-4655,498,1795,2155,1528,-0.219999999,-10.02000046,-0.389999986,-0.07,-0.01,-1.200000048,-179.7799988,1.460000038
31.78,5800,-4701,5711,-4646,499,1771,2155,1549,-0.219999999,-10.02000046,-0.389999986,-0.07,-0.01,-1.200000048,-179.7799988,1.460000038
31.79,5756,-4679,5728,-4668,498,1750,2156,1546,-2.660000086,-9.350000381,-2.140000105,-0.050000001,-0.029999999,-1.210000038,-179.8399963,1.49000001
31.8,5788,-4667,5690,-4655,498,1722,2150,1531,-2.660000086,-9.350000381,-2.140000105,-0.050000001,-0.029999999,-1.210000038,-179.8399963,1.49000001
31.81,5829,-4665,5724,-4611,498,1673,2143,1507,-2.890000105,-10.17000008,0.569999993,0,-0.02,-1.230000019,-179.8600006,1.49000001
31.82,5739,-4683,5745,-4621,500,1667,2134,1485,-2.890000105,-10.17000008,0.569999993,0,-0.02,-1.230000019,-179.8600006,1.49000001
31.83,5804,-4668,5742,-4614,499,1672,2123,1483,-1.970000029,-9.619999886,0.119999997,0.01,-0.029999999,-1.269999981,-179.8800049,1.450000048
31.84,5798,-4681,5772,-4611,500,1675,2120,1481,-1.970000029,-9.619999886,0.119999997,0.01,-0.029999999,-1.269999981,-179.8800049,1.450000048
31.85,5794,-4672,5730,-4619,500,1677,2121,1491,0.74000001,-9.239999771,1.679999948,0,0.02,-1.299999952,-179.8999939,1.460000038
31.86,5798,-4640,5763,-4626,500,1660,2140,1491,0.74000001,-9.239999771,1.679999948,0,0.02,-1.299999952,-179.8999939,1.460000038
31.87,5741,-4628,5735,-4605,499,1645,2142,1495,4.21999979,-8.329999924,0.949999988,0.039999999,0.059999999,-1.309999943,-179.9100037,1.49000001
31.88,5939,-4653,5714,-4603,499,1640,2142,1523,4.21999979,-8.329999924,0.949999988,0.039999999,0.059999999,-1.309999943,-179.9100037,1.49000001
31.89,5741,-4701,5760,-4623,498,1667,2147,1538,1.850000024,-9.069999695,1.799999952,0.02,0.129999995,-1.320000052,-179.8699951,1.470000029
31.9,5831,-4711,5815,-4615,498,1698,2170,1538,1.850000024,-9.069999695,1.799999952,0.02,0.129999995,-1.320000052,-179.8699951,1.470000029
31.91,5787,-4706,5741,-4630,498,1691,2187,1540,3.609999895,-11.47000027,1.659999967,0.01,0.159999996,-1.330000043,-179.8200073,1.519999981
31.92,5836,-4678,5761,-4623,498,1650,2178,1543,3.609999895,-11.47000027,1.659999967,0.01,0.159999996,-1.330000043,-179.8200073,1.519999981
31.93,5989,-4664,5762,-4622,499,1595,2159,1542,2.069999933,-10.77999973,-3.75999999,0.200000003,0.129999995,-1.25999999,-179.7299957,1.419999957
31.94,5576,-4661,5776,-4674,499,1540,2138,1530,2.069999933,-10.77999973,-3.75999999,0.200000003,0.129999995,-1.25999999,-179.7299957,1.419999957
31.95,5740,-4712,5799,-4646,499,1515,2107,1516,3.720000029,-10.07999992,1.100000024,0.140000001,0.230000004,-1.269999981,-179.5599976,1.200000048
31.96,5824,-4748,5817,-4651,498,1528,2059,1518,3.720000029,-10.07999992,1.100000024,0.140000001,0.230000004,-1.269999981,-179.5599976,1.200000048
31.97,5795,-4768,5811,-4632,498,1611,2009,1536,3.849999905,-6.940000057,-2.609999895,0.109999999,0.140000001,-1.340000033,-179.3899994,1.059999943
31.98,5818,-4734,5844,-4640,498,1621,1976,1500,3.849999905,-6.940000057,-2.609999895,0.109999999,0.140000001,-1.340000033,-179.3899994,1.059999943
31.99,5770,-4723,5863,-4620,497,1612,1957,1495,4.590000153,-7.320000172,-3.180000067,0.050000001,0.109999999,-1.389999986,-179.3000031,1.049999952
32,5924,-4659,5858,-4629,497,1560,1951,1499,4.590000153,-7.320000172,-3.180000067,0.050000001,0.109999999,-1.389999986,-179.3000031,1.049999952
32.01,5733,-4623,5900,-4594,498,1512,1956,1517,5.210000038,-8.539999962,-1.49000001,0.119999997,0.129999995,-1.399999976,-179.2400055,1.00999999
32.02,5989,-4692,5869,-4627,497,1571,1965,1529,5.210000038,-8.539999962,-1.49000001,0.119999997,0.129999995,-1.399999976,-179.2400055,1.00999999
32.03,5875,-4676,5838,-4626,498,1642,1992,1535,1.090000033,-9.220000267,-3.390000105,-0.100000002,0.079999998,-1.460000038,-179.1999969,1.039999962
