mass,sprung,weight_dist_f,front_track,rear_track,wheelbase,cg_height,imux_offset,imuy_offset,imuz_offset,lvdt_conversion,front_mr,rear_mr,front_rate,rear_rate,damping_ratio,roll_gradient,pitch_gradient,FL_corner_weight,FR_corner_weight,RL_corner_weight,RR_corner_weight
244.4444444,200,0.516,1.26,1.2,1.535,0.21,-0.41052,0.09132,0.07221,1.4999999999999999e-05,0.8695652173913044,1,39397.5,39397.5,0.7,0.3,0.33,62.58503401,63.49206349,59.41043084,58.9569161
