Weight,Wheelbase,FrontTrack,RearTrack,WeightDist,TLLTD,COPX,Cl,CGZ,MU,Ackerman,FrontalArea,FrontToe,RearToe
2600,1.545,1.25,1.2,0.52,0.51,0.54,4.2,0.232,1.67,0,1.18,0,0
