ET,SA,SR,IA,FZ,V,P,REIn,TS,FX,FY,MX,MY,MZ,REOut,RL,T,TX
0,0.009858663,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-66.05272473,-259.564414,1.445031765,0,15.7253286,492.4907898,0.183144149,0,0
0,0.01509238,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-66.15131136,-397.810662,4.65161042,0,23.48818524,953.4098201,0.183884864,0,0
0,0.020253906,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-57.83247889,-539.4044786,7.229028719,0,35.10731328,1171.793816,0.183677067,0,0
0,0.026274166,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-55.02028107,-683.5846689,9.617787997,0,42.667141,-157.2761624,0.181461371,0,0
0,0.031285061,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-55.27519893,-863.8825781,12.25765519,0,49.21193227,836.2601356,0.185864282,0,0
0,0.036762565,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-54.4604069,-991.9960876,15.12879147,0,57.86058251,122.2997669,0.185070569,0,0
0,0.042251384,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-50.58409923,-1183.829759,18.90609178,0,64.10608863,-170.6182861,0.187270495,0,0
0,0.04695148,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-44.07035909,-1365.301234,21.58107917,0,71.84991786,1419.430875,0.191403899,0,0
0,0.05341884,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-51.68819172,-1418.223916,23.36871556,0,71.94765817,818.3447798,0.184840061,0,0
0,0.058397503,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-46.57379496,-1625.644383,25.74952637,0,76.44644763,1089.4947,0.189300335,0,0
0,0.062699895,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-44.23644314,-1605.817791,27.6798242,0,80.49697803,1099.09327,0.183756227,0,0
0,0.06933554,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-42.59280091,-1763.424501,30.53869321,0,81.98720297,694.6045471,0.184445003,0,0
0,0.075253199,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-32.92167527,-1982.624221,32.88423163,0,82.68337181,-211.9754214,0.188933456,0,0
0,0.079743263,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-48.18948865,-1727.237448,34.71579687,0,81.31007317,877.2096497,0.174611338,0,0
0,0.084813977,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-31.74327688,-2086.128394,37.03307748,0,81.41991447,954.080366,0.1861412,0,0
0,0.090496595,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-30.74457054,-2098.055216,38.43460092,0,79.87051948,943.5106055,0.183024664,0,0
0,0.096587803,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-35.94083381,-2038.792967,40.36922051,0,76.68474052,602.2663777,0.176837933,0,0
0,0.100994287,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-26.97061051,-2231.771738,41.26002625,0,74.29173192,1006.230397,0.181801547,0,0
0,0.106234797,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-30.23893468,-2237.868938,42.21527743,0,72.48477558,611.8750434,0.179652482,0,0
0,0.113063399,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-32.47417048,-2286.485581,43.59720324,0,69.19997294,1031.683418,0.178187501,0,0
0,0.118294379,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-26.60859975,-2475.777515,45.46526272,0,65.32785364,1012.93024,0.18378829,0,0
0,0.122098676,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-33.53578437,-2347.038756,44.05636755,0,66.48537487,823.0753068,0.175457584,0,0
0,0.128415145,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-31.94373429,-2444.538722,46.03619329,0,62.5234665,914.2014341,0.177511883,0,0
0,0.13431125,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-31.91057807,-2481.978908,46.51031642,0,60.45020906,962.2392768,0.176454771,0,0
0,0.13937529,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-31.3633578,-2573.09399,46.45833508,0,54.76706251,1413.825038,0.178367517,0,0
0,0.144378868,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-32.03133088,-2628.276563,47.7792282,0,50.13807288,974.2047801,0.180166625,0,0
0,0.150024049,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-30.68580119,-2600.934141,47.91402928,0,50.29442628,900.0382768,0.176831268,0,0
0,0.155460669,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-33.59008799,-2632.058157,47.38319037,0,45.3321818,1308.696757,0.176353537,0,0
0,0.161568483,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-32.0261517,-2712.213769,49.02668038,0,41.33705994,1027.081187,0.17951431,0,0
0,0.167293776,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-29.58510107,-2701.893784,48.63835422,0,40.04114385,452.3261287,0.17764447,0,0
0,0.170874634,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-26.6198404,-2786.194906,49.07797397,0,35.66928203,784.523469,0.181013202,0,0
0,0.177134826,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-28.85279218,-2745.928477,49.12925527,0,33.77204444,849.0862111,0.178298141,0,0
0,0.182851828,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-29.55665167,-2733.153869,48.81391026,0,33.97015262,1159.879693,0.176931863,0,0
0,0.18810488,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-32.32701802,-2797.551641,49.95670424,0,25.64804336,818.1711249,0.17990719,0,0
0,0.193281623,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-31.06345664,-2745.677493,48.26037922,0,27.5358921,923.794666,0.176574218,0,0
0,0.197430355,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-16.86892883,-2765.607947,49.5123664,0,28.22583631,913.573177,0.177911072,0,0
0,0.203955111,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-44.66266684,-2764.408214,49.17711362,0,14.00601741,1348.150874,0.177526737,0,0
0,0.210049599,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-52.52058241,-2748.295028,50.93281353,0,6.889505172,1175.977091,0.177257994,0,0
0,0.21308281,0,0.000102281,-1107.881256,11.16442797,54811.29513,0,0,-39.27039218,-2751.492964,48.77113232,0,13.70018474,1069.677121,0.17706993,0,0
0,-0.211069139,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-26.05125468,2271.854063,-42.43979536,0,-12.29303564,-2906.317818,0.183023351,0,0
0,-0.208275419,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,2.330671623,2292.090113,-42.06376461,0,1.180920011,-469.3643242,0.18384643,0,0
0,-0.200534653,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-23.60481133,2274.814117,-41.66349354,0,-11.21715048,-805.8842871,0.18314594,0,0
0,-0.195545866,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-32.16343607,2294.11171,-43.63446785,0,-15.16634634,-982.3969404,0.184378188,0,0
0,-0.191177183,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-26.46799287,2289.415892,-41.98207957,0,-16.32369363,-1695.741227,0.184366577,0,0
0,-0.185473283,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-25.12637785,2274.430122,-42.75672532,0,-16.16664294,-2292.134714,0.184122633,0,0
0,-0.178859527,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-45.46404033,2277.63915,-42.10455949,0,-26.09305747,-1587.306241,0.183791579,0,0
0,-0.174967075,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-32.66291286,2295.458498,-43.0896403,0,-22.8241065,-169.575208,0.186029919,0,0
0,-0.168823304,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-24.17069478,2289.499575,-42.61845555,0,-20.1147794,-650.2707238,0.185401244,0,0
0,-0.163524795,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-37.9067551,2268.31056,-42.61857414,0,-27.41729915,-1811.279549,0.184481451,0,0
0,-0.157740028,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-37.17964525,2296.3121,-42.6748633,0,-29.03086313,-155.8367268,0.186860465,0,0
0,-0.152524523,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-26.12593055,2284.39108,-42.28278198,0,-26.28614376,-1786.680347,0.186629138,0,0
0,-0.148051385,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-32.4759364,2253.672036,-42.17516057,0,-31.69796302,-1021.92686,0.18568207,0,0
0,-0.142257892,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-36.28994672,2236.70769,-42.30819431,0,-34.84745461,-847.0571643,0.186186653,0,0
0,-0.136138332,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-28.58914182,2195.229375,-42.15880406,0,-34.40854936,-2515.297845,0.183631663,0,0
0,-0.131507976,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-36.59849026,2175.532181,-41.67262994,0,-40.51301913,-1279.540268,0.184237148,0,0
0,-0.125371786,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-30.79091551,2153.800708,-41.68129047,0,-39.81129881,-15.44765782,0.185085958,0,0
0,-0.11983701,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-32.91115366,2124.33505,-40.8744352,0,-43.50138154,-1435.638867,0.184393039,0,0
0,-0.115894694,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-34.17855021,2071.439717,-41.01733781,0,-46.2681958,-1874.533414,0.18348418,0,0
0,-0.109736229,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-31.15537098,2031.214518,-40.0732011,0,-47.58924211,-946.6915375,0.183829112,0,0
0,-0.103079071,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-33.89279594,2009.626848,-39.69336927,0,-50.2137222,-998.5862789,0.185928688,0,0
0,-0.098007347,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-34.39200559,1886.009165,-38.68021345,0,-54.16515206,-1125.35733,0.180479383,0,0
0,-0.094052536,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-30.38723766,1925.896261,-38.21890377,0,-53.32123592,-1908.464567,0.186464867,0,0
0,-0.087774952,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-32.84916273,1858.77308,-37.53521651,0,-55.60234998,-546.6779869,0.185987763,0,0
0,-0.081635217,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-34.57489178,1808.102504,-36.47795839,0,-57.53297537,-162.8006945,0.187104079,0,0
0,-0.077521083,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-32.86252308,1689.557438,-35.1814283,0,-58.91430715,-2500.47808,0.18307065,0,0
0,-0.07186753,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-34.37128763,1689.287841,-34.83685088,0,-59.56289359,-1852.426463,0.187638659,0,0
0,-0.065515184,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-34.90466181,1634.879184,-33.34345963,0,-60.3722919,-698.656815,0.190124992,0,0
0,-0.059949691,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-34.61297347,1554.00713,-32.20906445,0,-59.81571854,-1136.906839,0.191069501,0,0
0,-0.055292733,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-41.03274175,1345.731277,-28.95722727,0,-57.07789372,-2091.379723,0.182367468,0,0
0,-0.050170406,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-36.72370281,1413.859717,-29.20126398,0,-59.00592002,989.5707949,0.194811187,0,0
0,-0.04461038,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-37.81957789,1223.25312,-25.56846709,0,-54.10637852,-635.6851556,0.189753216,0,0
0,-0.038516467,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-37.01656356,1116.040798,-22.96209365,0,-49.99052073,-1507.738138,0.193555779,0,0
0,-0.033532576,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-48.9652186,941.3731597,-20.5754196,0,-49.95163735,-1379.304518,0.189904337,0,0
0,-0.028205907,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-44.05679644,808.3054456,-18.02995848,0,-41.63014022,825.4228659,0.190100173,0,0
0,-0.022871693,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-41.62888655,617.0133582,-15.34272954,0,-32.25222978,-26.88295739,0.187286532,0,0
0,-0.017656061,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-50.24121787,467.0616986,-11.79689802,0,-29.63068373,290.9474405,0.186158146,0,0
0,-0.011839814,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-52.96759377,328.5385876,-9.117388763,0,-19.96105703,16.04546624,0.186944365,0,0
0,-0.00677035,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-52.24443073,169.811218,-6.716268376,0,-11.57507203,23.60450961,0.185472875,0,0
0,-0.001427647,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-54.14740844,25.20176183,-4.907646951,0,-3.381252223,410.8675174,0.184661268,0,0
0,0.00417323,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-44.50661778,-119.8616362,-2.005077436,0,6.794731088,763.1661302,0.185883099,0,0
0,0.00957486,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-52.10084205,-247.1956671,0.42835528,0,13.11340426,1116.826067,0.184683166,0,0
0,0.01505421,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-48.22581846,-391.9784484,2.22889675,0,19.85469108,1304.643503,0.18350012,0,0
0,0.020519585,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-36.64934826,-543.5282318,4.223024813,0,29.4054881,1672.705154,0.184251417,0,0
0,0.026179831,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-39.14577569,-672.2388452,7.227964156,0,34.49415388,415.8515057,0.182855302,0,0
0,0.031525541,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-37.54460497,-807.4528176,9.012251766,0,38.06079694,250.5334175,0.183045006,0,0
0,0.036465355,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-32.53483327,-944.1812468,11.57486575,0,43.96288926,762.079311,0.185708888,0,0
0,0.042096479,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-32.0023898,-1112.884373,13.65302667,0,48.62959774,1194.567666,0.187783624,0,0
0,0.0472389,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-20.32773493,-1305.873746,17.00893873,0,52.85054475,-493.4236908,0.194010746,0,0
0,0.052893731,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-33.7520816,-1356.706221,18.70601029,0,51.49395824,1595.178337,0.189048208,0,0
0,0.059049555,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-30.2095765,-1438.899285,19.97413483,0,56.37769552,214.4236003,0.185432578,0,0
0,0.063002523,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-18.29186416,-1585.713908,21.14153749,0,58.08384685,868.328573,0.191165992,0,0
0,0.069168849,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-23.76149152,-1631.79277,23.29614892,0,56.89357897,1318.048751,0.186671841,0,0
0,0.075768182,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-18.91015058,-1779.373382,24.87693229,0,56.0831158,1221.898273,0.189258354,0,0
0,0.079170115,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-27.20253475,-1686.812567,26.62773441,0,57.36728212,1320.860885,0.180423301,0,0
0,0.085191154,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-20.22639698,-1850.53141,27.72475129,0,55.76987645,1180.131271,0.185577056,0,0
0,0.091443402,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-12.51146622,-2004.566682,28.72468816,0,54.03163342,751.891367,0.190366639,0,0
0,0.095842467,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-19.68981707,-1918.06801,30.31797165,0,54.32590405,685.8981719,0.181841831,0,0
0,0.101530816,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-19.7857818,-1973.882145,30.91788704,0,52.25460609,585.0083777,0.181107012,0,0
0,0.107116173,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-13.3627466,-2162.057479,31.73905908,0,46.74035064,1582.927764,0.190659713,0,0
0,0.112055522,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-19.28652164,-2036.48936,32.77380854,0,47.16093267,1247.060484,0.179838037,0,0
0,0.117546754,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-17.7882864,-2077.290844,32.41789748,0,46.19087251,968.9146943,0.178261532,0,0
0,0.123994756,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-20.03626656,-2174.5869,33.17867519,0,40.20876098,1133.156744,0.182838191,0,0
0,0.129726217,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-17.01468143,-2196.79395,34.67826133,0,40.52494585,737.6526382,0.182049052,0,0
0,0.133647669,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-16.03400994,-2235.455869,33.35924777,0,37.30266068,988.3915485,0.18298546,0,0
0,0.139527956,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-17.138423,-2270.431556,34.44767307,0,33.27396862,873.7173194,0.18469433,0,0
0,0.145287851,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-17.91488537,-2266.536422,34.75936657,0,33.82792941,629.6680997,0.182326085,0,0
0,0.150273339,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-17.76719847,-2295.684755,34.10868144,0,30.8907069,940.261736,0.183064329,0,0
0,0.156553343,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-14.09401903,-2323.015231,34.50517983,0,26.49067717,1099.581232,0.185339849,0,0
0,0.160754208,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-20.40715154,-2316.861511,34.58229579,0,26.58472791,1144.907165,0.182953859,0,0
0,0.165395569,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-15.68478645,-2334.351348,34.9639614,0,25.30416872,1329.8739,0.184169535,0,0
0,0.172270508,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-18.61161833,-2332.887086,34.92585754,0,20.8821485,1142.877047,0.183862663,0,0
0,0.177626776,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-13.26750419,-2343.210881,34.97396176,0,22.05228766,987.9760012,0.184361661,0,0
0,0.181759502,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-12.90135482,-2343.514732,35.3698011,0,19.54375256,1387.554298,0.183990224,0,0
0,0.188264286,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-22.46336874,-2337.82742,34.95602134,0,14.31743872,914.154651,0.18350332,0,0
0,0.193368084,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-11.98203682,-2344.560788,35.34688826,0,18.40833124,1168.598455,0.184026252,0,0
0,0.199320403,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-11.24792568,-2310.983016,34.84238442,0,16.08453806,481.2548511,0.181992282,0,0
0,0.204181332,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-18.25695849,-2309.692248,33.76090606,0,11.92971136,1322.785346,0.181618318,0,0
0,0.209522509,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-46.56378873,-2314.640939,35.47880853,0,-1.431376862,1515.792071,0.18172375,0,0
0,0.213492184,0,0.000101221,-883.6735605,11.16507672,54924.2101,0,0,-38.83949767,-2304.81467,35.23027194,0,2.648099338,1096.906531,0.181772701,0,0
0,-0.211713764,0,0.000104482,-660.2050601,11.16551555,54343.49639,0,0,2.373998739,1736.924144,-27.8075584,0,5.761306668,88.38061343,0.189088449,0,0
0,-0.205853795,0,0.000104482,-660.2050601,11.16551555,54343.49639,0,0,14.22601361,1710.040257,-26.05210245,0,7.407127499,-2112.165131,0.187382433,0,0
0,-0.200977249,0,0.000104482,-660.2050601,11.16551555,54343.49639,0,0,-20.97816071,1743.250958,-28.59566288,0,-4.498206116,507.6747952,0.189986293,0,0
0,-0.194560669,0,0.000104482,-660.2050601,11.16551555,54343.49639,0,0,-23.75496623,1747.062914,-28.13162972,0,-8.209529197,939.4691009,0.190425439,0,0
