Time,FLrpm,FRrpm,RLrpm,RRrpm,FL,FR,RL,RR,Ay,Ax,Az,RollR,PitchR,YawR,Steer
0,0,0,0,0,1943,2117,2494,1820,-0.01,-0.090000004,-0.029999999,-0.01,0,0,0
0.01,0,0,0,0,1943,2117,2494,1820,-0.01,-0.090000004,-0.029999999,-0.01,0,0,-5
0.02,0,0,0,0,1943,2117,2494,1820,-0.090000004,0.079999998,-0.079999998,0,0,0,-5
0.03,0,0,0,0,1943,2117,2494,1820,0,0.079999998,0.150000006,0,0,0,-5
0.04,0,0,0,0,1943,2117,2494,1820,0,-0.02,0.100000002,-0.01,0,0,-5
0.05,0,0,0,0,1943,2117,2494,1820,-0.119999997,-0.02,-0.150000006,0,0,0,-5
0.06,0,0,0,0,1943,2117,2494,1820,0.02,0.119999997,0.100000002,0,0,0,-5
0.07,0,0,0,0,1943,2118,2494,1820,0.090000004,-0.050000001,0.330000013,0,0,0,-5
0.08,0,0,0,0,1943,2117,2494,1820,-0.07,-0.050000001,-0.280000001,0,0,0,-5
0.09,0,0,0,0,1943,2117,2494,1820,-0.029999999,0.039999999,-0.059999999,0.01,0,0,-5
0.1,0,0,0,0,1943,2117,2494,1820,0.159999996,-0.059999999,0.119999997,0,0,0,-5
0.11,0,0,0,0,1943,2117,2494,1820,0.050000001,-0.100000002,0,0,0,0,-5
0.12,0,0,0,0,1943,2117,2494,1820,0.01,0.01,-0.270000011,0.01,0,0,-5
0.13,0,0,0,0,1943,2117,2494,1820,0.039999999,0.07,0.029999999,0,0,0,-5
0.14,0,0,0,0,1943,2117,2494,1820,0.029999999,-0.150000006,-0.109999999,-0.01,0,0,-5
0.15,0,0,0,0,1943,2117,2494,1820,-0.119999997,-0.059999999,-0.360000014,0,0,0,-5
0.16,0,0,0,0,1943,2117,2494,1820,0.039999999,0.039999999,0.150000006,0,0,0,-5
0.17,0,0,0,0,1943,2117,2494,1820,0.119999997,-0.039999999,0.109999999,0,0,0,-5
0.18,0,0,0,0,1943,2117,2494,1820,-0.150000006,0,-0.189999998,0,0,0,-5
0.19,0,0,0,0,1943,2117,2494,1820,-0.039999999,0.039999999,-0.159999996,0,0,0,-5
0.2,0,0,0,0,1943,2117,2494,1820,0.029999999,0.029999999,0.330000013,-0.01,0,0,-5
0.21,0,0,0,0,1943,2117,2494,1820,0.039999999,-0.090000004,-0.129999995,0,0,0,-5
0.22,0,0,0,0,1943,2117,2494,1820,-0.059999999,0.159999996,-0.100000002,0.01,0,0,-5
0.23,0,0,0,0,1943,2117,2494,1820,0.07,0.050000001,0.079999998,0,0,0,-5
0.24,0,0,0,0,1943,2117,2494,1820,-0.029999999,-0.039999999,0.02,0,0,0,-5
0.25,0,0,0,0,1943,2117,2494,1820,-0.07,-0.029999999,-0.280000001,0,0,0,-5
0.26,0,0,0,0,1942,2117,2494,1820,0.050000001,0.079999998,0.289999992,0,0,0,-5
0.27,0,0,0,0,1943,2117,2494,1821,0.059999999,-0.02,0.140000001,0,0,0,-5
0.28,0,0,0,0,1943,2118,2494,1821,-0.059999999,-0.01,-0.219999999,0,0,0,-5
0.29,0,0,0,0,1943,2117,2494,1821,0,0.090000004,-0.039999999,0.01,0,0,-5
0.3,0,0,0,0,1943,2117,2494,1821,0.07,-0.039999999,0.25,-0.01,0,0,-5
0.31,0,0,0,0,1943,2117,2494,1820,-0.02,-0.029999999,0.01,0,0,0,-5
0.32,0,0,0,0,1943,2117,2494,1820,-0.01,0.050000001,0.02,0.01,0,0,-5
0.33,0,0,0,0,1943,2117,2494,1820,0.02,0.109999999,0.370000005,0,0,0,-5
0.34,0,0,0,0,1943,2117,2494,1820,-0.02,-0.129999995,-0.02,0,0,0,-5
0.35,0,0,0,0,1943,2117,2494,1820,-0.119999997,0.039999999,-0.090000004,0,0,0,-5
0.36,0,0,0,0,1943,2117,2494,1820,0.090000004,0.039999999,0.230000004,0,0,0,-5
0.37,0,0,0,0,1943,2118,2494,1821,0.029999999,0.01,0.230000004,-0.01,0,0,-5
0.38,0,0,0,0,1943,2117,2494,1820,-0.090000004,0.059999999,-0.129999995,0,0,0,-5
0.39,0,0,0,0,1943,2117,2494,1820,-0.01,0.129999995,-0.01,0.01,0,0,-5
0.4,0,0,0,0,1943,2117,2494,1820,0.050000001,0.01,0.25,-0.01,0,0,-5
0.41,0,0,0,0,1943,2117,2494,1820,-0.01,-0.129999995,-0.119999997,0,0,0,-5
0.42,0,0,0,0,1943,2118,2494,1820,-0.059999999,0.170000002,0.079999998,0.01,0,0,-5
0.43,0,0,0,0,1943,2117,2494,1820,0.090000004,0,0.219999999,0,0,0,-5
0.44,0,0,0,0,1943,2117,2494,1820,-0.100000002,-0.079999998,-0.029999999,0,0,0,-5
0.45,0,0,0,0,1943,2117,2494,1820,-0.119999997,-0.02,-0.170000002,0,0,0,-5
0.46,0,0,0,0,1943,2117,2494,1820,0.07,0.029999999,0.230000004,0,0,0,-5
0.47,0,0,0,0,1943,2118,2494,1820,0.029999999,-0.090000004,0.230000004,-0.01,0,0,-5
0.48,0,0,0,0,1943,2117,2494,1820,-0.090000004,-0.02,-0.340000004,0,0,0,-5
0.49,0,0,0,0,1943,2117,2494,1820,-0.039999999,0.100000002,0.090000004,0.01,0,0,-5
0.5,0,0,0,0,1943,2117,2494,1820,0.100000002,-0.119999997,0.039999999,-0.01,0,0,-5
0.51,0,0,0,0,1943,2117,2494,1820,-0.059999999,-0.039999999,-0.050000001,0,0,0,-5
0.52,0,0,0,0,1943,2117,2494,1820,0.050000001,0.01,-0.079999998,0.01,0,0,-5
0.53,0,0,0,0,1943,2117,2494,1820,0.079999998,0.079999998,0.349999994,0,0,0,-5
0.54,0,0,0,0,1943,2117,2494,1820,0.050000001,-0.129999995,-0.209999993,0,0,0,-5
0.55,0,0,0,0,1943,2117,2494,1820,-0.07,0.02,-0.140000001,0,0,0,-5
0.56,0,0,0,0,1943,2117,2494,1820,0.150000006,-0.01,0.150000006,0,0,0,-5
0.57,0,0,0,0,1943,2117,2494,1820,0.039999999,-0.029999999,0.189999998,-0.01,0,0,-5
0.58,0,0,0,0,1943,2117,2494,1820,-0.039999999,0,-0.300000012,0,0,0,-5
0.59,0,0,0,0,1943,2117,2494,1820,-0.02,0.100000002,0.01,0,0,0,-5
0.6,0,0,0,0,1943,2117,2494,1820,0.059999999,-0.059999999,0.039999999,0,0,0,-5
0.61,0,0,0,0,1943,2117,2494,1820,-0.059999999,-0.090000004,-0.200000003,0,0,0,-5
0.62,0,0,0,0,1943,2117,2494,1820,-0.039999999,0.129999995,-0.02,0.01,0,0,-5
0.63,0,0,0,0,1943,2117,2494,1820,0.140000001,-0.01,0.180000007,0,0,0,-5
0.64,0,0,0,0,1943,2117,2494,1820,-0.109999999,0,-0.170000002,0,0,0,-5
0.65,0,0,0,0,1943,2117,2494,1820,0.01,-0.050000001,-0.319999993,0,0,0,-5
0.66,0,0,0,0,1943,2117,2494,1820,0.079999998,0.02,0.230000004,0,0,0,-5
0.67,0,0,0,0,1943,2117,2494,1820,0.090000004,-0.140000001,0.039999999,-0.01,0.01,0,-5
0.68,0,0,0,0,1943,2117,2494,1820,-0.07,0.02,-0.189999998,0,0,0,-5
0.69,0,0,0,0,1943,2117,2494,1820,0.050000001,0.029999999,-0.059999999,0,0,0,-5
0.7,0,0,0,0,1943,2117,2494,1820,0.039999999,-0.059999999,0.140000001,-0.01,0,0,-5
0.71,0,0,0,0,1943,2117,2494,1820,-0.059999999,-0.119999997,-0.259999991,0,0,0,-5
0.72,0,0,0,0,1943,2117,2494,1820,-0.029999999,0.079999998,0.129999995,0,0,0,-5
0.73,0,0,0,0,1943,2117,2494,1820,0.050000001,0.029999999,0.25,0,0,0,-5
0.74,0,0,0,0,1943,2117,2494,1820,-0.07,-0.079999998,-0.170000002,0,0,0,-5
0.75,0,0,0,0,1943,2117,2494,1820,-0.100000002,0.059999999,-0.170000002,0,0,0,-5
0.76,0,0,0,0,1943,2117,2494,1820,0.079999998,0.050000001,0.319999993,0,0,0,-5
0.77,0,0,0,0,1943,2117,2494,1820,0.039999999,-0.029999999,0.140000001,-0.01,0,0,-5
0.78,0,0,0,0,1943,2117,2494,1820,-0.07,0.039999999,-0.159999996,0.01,0,0,-5
0.79,0,0,0,0,1943,2118,2494,1820,0,0.129999995,0.119999997,0,0,0,-5
0.8,0,0,0,0,1943,2117,2494,1820,0.07,-0.059999999,0.140000001,0,0,0,-5
0.81,0,0,0,0,1943,2117,2494,1820,-0.07,-0.029999999,-0.219999999,0,0,0,-5
0.82,0,0,0,0,1943,2117,2494,1820,0,0.119999997,0.090000004,0,0,0,-5
0.83,0,0,0,0,1943,2117,2494,1820,0.079999998,0.01,0.209999993,0,0,0,-5
0.84,0,0,0,0,1943,2117,2494,1820,-0.109999999,-0.039999999,-0.140000001,0,0,0,-5
0.85,0,0,0,0,1943,2117,2494,1820,-0.079999998,0.029999999,-0.200000003,0,-0.01,0,-5
0.86,0,0,0,0,1943,2117,2494,1820,0.059999999,0.01,0.219999999,0,0,0,-5
0.87,0,0,0,0,1943,2118,2494,1820,0.090000004,-0.140000001,-0.029999999,-0.01,0,0,-5
0.88,0,0,0,0,1943,2117,2494,1820,-0.07,0.01,-0.170000002,0,0,0,-5
0.89,0,0,0,0,1943,2117,2494,1820,0.090000004,0.039999999,0.050000001,0,0,0,-5
0.9,0,0,0,0,1943,2117,2494,1820,0.029999999,-0.090000004,0.079999998,0,0,0,-5
0.91,0,0,0,0,1943,2117,2494,1820,-0.109999999,-0.02,-0.159999996,0,0,0,-5
0.92,0,0,0,0,1943,2117,2494,1820,0.050000001,0.109999999,0.200000003,0,0,0,-5
0.93,0,0,0,0,1943,2117,2494,1820,0.07,0.02,0.389999986,0,0,0,-5
0.94,0,0,0,0,1943,2117,2494,1820,-0.109999999,-0.01,-0.129999995,0,0,0,-5
0.95,0,0,0,0,1943,2117,2494,1820,-0.140000001,0.119999997,-0.090000004,0.01,0,0,-5
0.96,0,0,0,0,1943,2117,2494,1820,0.100000002,0.02,0.340000004,0,0,0,-5
0.97,0,0,0,0,1943,2117,2494,1820,0,-0.050000001,0.109999999,-0.01,0,0,-5
0.98,0,0,0,0,1943,2117,2494,1820,-0.07,0.090000004,-0.150000006,0.01,0,0,-5
0.99,0,0,0,0,1943,2117,2494,1820,0.02,0.119999997,0.349999994,0,0,0,-5
1,0,0,0,0,1943,2117,2494,1820,0.07,-0.090000004,0,-0.01,0,0,-5
1.01,0,0,0,0,1943,2117,2494,1820,-0.129999995,-0.050000001,-0.109999999,0,0,0,-5
1.02,0,0,0,0,1943,2117,2494,1820,0.100000002,0.050000001,0.079999998,0,0,0,-5
1.03,0,0,0,0,1943,2117,2494,1820,0.090000004,-0.029999999,0.319999993,0,0,0,-5
1.04,0,0,0,0,1943,2117,2494,1820,-0.050000001,-0.100000002,-0.270000011,0,0,0,-5
1.05,0,0,0,0,1943,2117,2494,1820,-0.100000002,0.079999998,-0.150000006,0.01,0,0,-5
1.06,0,0,0,0,1943,2117,2494,1820,0.100000002,-0.090000004,0.200000003,0,0,0,-5
1.07,0,0,0,0,1943,2117,2494,1820,0.050000001,-0.109999999,0.039999999,-0.01,0,0,-5
1.08,0,0,0,0,1943,2117,2494,1820,-0.039999999,0.02,-0.239999995,0.01,0,0,-5
1.09,0,0,0,0,1943,2117,2494,1820,0.07,0.050000001,0.189999998,0,0,0,-5
1.1,0,0,0,0,1943,2117,2494,1820,0.07,-0.129999995,-0.129999995,0,0,0,-5
1.11,0,0,0,0,1943,2117,2494,1820,-0.02,-0.050000001,-0.280000001,0,0,0,-5
1.12,0,0,0,0,1943,2117,2494,1820,0.140000001,0.01,0.07,0,0,0,-5
1.13,0,0,0,0,1943,2117,2494,1820,0.129999995,-0.07,0.100000002,-0.01,0,0,-5
1.14,0,0,0,0,1943,2117,2494,1820,-0.039999999,-0.07,-0.289999992,0,0,0,-5
1.15,0,0,0,0,1943,2117,2494,1820,-0.050000001,0.07,-0.209999993,0.01,0,0,-5
1.16,0,0,0,0,1943,2117,2494,1820,0.090000004,-0.01,0.129999995,0,0,0,-5
1.17,0,0,0,0,1943,2117,2494,1820,-0.01,-0.079999998,-0.180000007,-0.01,0,0,-5
1.18,0,0,0,0,1943,2117,2494,1820,-0.059999999,0.119999997,-0.159999996,0.01,0,0,-5
1.19,0,0,0,0,1943,2117,2494,1820,0.059999999,0.02,0.109999999,0,0,0,-5
1.2,0,0,0,0,1943,2117,2494,1820,-0.01,-0.050000001,-0.029999999,0,0,0,-5
1.21,0,0,0,0,1943,2117,2494,1820,-0.07,-0.079999998,-0.270000011,0,0,0,-5
1.22,0,0,0,0,1943,2117,2494,1820,0.07,0.07,0.270000011,0,0,0,-5
1.23,0,0,0,0,1943,2117,2494,1820,0.090000004,-0.100000002,0.170000002,0,0,0,-5
1.24,0,0,0,0,1943,2117,2494,1820,-0.119999997,0.01,-0.209999993,0,0,0,-5
1.25,0,0,0,0,1943,2117,2494,1820,-0.039999999,0.07,-0.140000001,0.01,0,0,-5
1.26,0,0,0,0,1943,2117,2494,1820,0.059999999,-0.02,0.280000001,-0.01,0,0,-5
1.27,0,0,0,0,1943,2118,2494,1820,-0.01,-0.100000002,-0.129999995,0,0,0,-5
1.28,0,0,0,0,1943,2117,2494,1820,-0.100000002,0.150000006,-0.059999999,0.01,0,0,-5
1.29,0,0,0,0,1943,2117,2494,1820,0.100000002,0.059999999,0.100000002,0,0,0,-5
1.3,0,0,0,0,1943,2117,2494,1820,-0.029999999,-0.090000004,-0.01,-0.01,0,0,-5
1.31,0,0,0,0,1943,2117,2494,1820,-0.039999999,-0.039999999,-0.330000013,0,0,0,-5
1.32,0,0,0,0,1943,2117,2494,1820,0.119999997,0,0.200000003,0,0,0,-5
1.33,0,0,0,0,1943,2117,2494,1820,0.109999999,-0.059999999,0.170000002,0,0,0,-5
1.34,0,0,0,0,1943,2117,2494,1820,-0.079999998,-0.039999999,-0.230000004,0,0,0,-5
1.35,0,0,0,0,1943,2117,2494,1820,-0.02,0.090000004,-0.059999999,0.01,0,0,-5
1.36,0,0,0,0,1943,2117,2494,1820,0.100000002,-0.059999999,0.289999992,-0.01,0,0,-5
1.37,0,0,0,0,1943,2117,2494,1820,-0.059999999,-0.039999999,-0.039999999,0,0,0,-5
1.38,0,0,0,0,1943,2117,2494,1820,-0.050000001,0.109999999,0.029999999,0.01,0,0,-5
1.39,0,0,0,0,1943,2117,2494,1820,0.029999999,0.119999997,0.259999991,0,0,0,-5
1.4,0,0,0,0,1943,2117,2494,1820,-0.039999999,-0.059999999,-0.07,0,0,0,-5
1.41,0,0,0,0,1943,2117,2494,1820,-0.129999995,0.090000004,-0.209999993,0,0,0,-5
1.42,0,0,0,0,1943,2117,2494,1820,0.039999999,0.129999995,0.259999991,0,0,0,-5
1.43,0,0,0,0,1943,2118,2494,1820,-0.01,-0.02,0.319999993,-0.01,0,0,-5
1.44,0,0,0,0,1943,2117,2494,1820,-0.159999996,0.129999995,-0.079999998,0,0,0,-5
1.45,0,0,0,0,1942,2117,2494,1820,-0.079999998,0.100000002,0.159999996,0.01,0,0,-5
1.46,0,0,0,0,1943,2117,2494,1820,0,0,0.370000005,-0.01,0,0,-5
1.47,0,0,0,0,1943,2117,2494,1820,-0.059999999,-0.059999999,0.039999999,0,0,0,-5
1.48,0,0,0,0,1943,2118,2494,1820,-0.039999999,0.119999997,0.090000004,0.01,0,0,-5
1.49,0,0,0,0,1943,2117,2494,1820,0.07,0.050000001,0.289999992,0,0,0,-5
1.5,0,0,0,0,1943,2117,2494,1820,-0.050000001,-0.07,-0.209999993,0,0,0,-5
1.51,0,0,0,0,1943,2117,2494,1820,-0.079999998,-0.01,-0.150000006,0,0,0,-5
1.52,0,0,0,0,1943,2117,2494,1820,0.090000004,-0.02,0.129999995,0,0,0,-5
1.53,0,0,0,0,1943,2117,2494,1820,0.059999999,-0.050000001,0.189999998,-0.01,0,0,-5
1.54,0,0,0,0,1943,2117,2494,1820,-0.01,-0.100000002,-0.400000006,0.01,0,0,-5
1.55,0,0,0,0,1943,2117,2494,1820,-0.01,0.079999998,0.119999997,0.01,0,0,-5
1.56,0,0,0,0,1943,2117,2494,1820,0.159999996,-0.209999993,-0.07,-0.01,0,0,-5
1.57,0,0,0,0,1943,2117,2494,1820,-0.109999999,0,-0.050000001,0,0,0,-5
1.58,0,0,0,0,1943,2117,2494,1820,0.129999995,-0.01,-0.230000004,0.01,0,0,-5
1.59,0,0,0,0,1943,2117,2494,1820,0.059999999,0.100000002,0.360000014,0,0,0,-5
1.6,0,0,0,0,1943,2117,2494,1820,0.039999999,-0.150000006,-0.319999993,0,0,0,-5
1.61,0,0,0,0,1943,2117,2494,1820,-0.129999995,0.090000004,-0.159999996,0,0,0,-5
1.62,0,0,0,0,1943,2117,2494,1820,0.170000002,-0.029999999,0.170000002,0,0,0,-5
1.63,0,0,0,0,1943,2117,2494,1820,0.029999999,-0.07,0.140000001,-0.01,0,0,-5
1.64,0,0,0,0,1942,2117,2494,1820,-0.050000001,0.029999999,-0.230000004,0,0,0,-5
1.65,0,0,0,0,1943,2117,2494,1820,0,0.090000004,0.02,0,0,0,-5
1.66,0,0,0,0,1943,2117,2494,1820,0,-0.029999999,0.109999999,-0.01,0,0,-5
1.67,0,0,0,0,1943,2117,2494,1820,-0.029999999,-0.150000006,-0.170000002,0,0,0,-5
1.68,0,0,0,0,1943,2117,2494,1820,-0.090000004,0.159999996,0.039999999,0,0,0,-5
1.69,0,0,0,0,1943,2117,2494,1820,0.159999996,-0.090000004,0.129999995,0,0,0,-5
1.7,0,0,0,0,1943,2118,2494,1820,-0.129999995,-0.02,-0.180000007,0,0,0,-5
1.71,0,0,0,0,1943,2117,2494,1820,-0.029999999,-0.039999999,-0.370000005,0.01,0,0,-5
1.72,0,0,0,0,1943,2117,2494,1820,0.059999999,0.039999999,0.230000004,0,0,0,-5
1.73,0,0,0,0,1943,2117,2494,1820,0.100000002,-0.119999997,0,0,0,0,-5
1.74,0,0,0,0,1943,2117,2494,1820,-0.079999998,0.039999999,-0.200000003,0,0,0,-5
1.75,0,0,0,0,1943,2117,2494,1820,0.059999999,0.07,0,0,0,0,-5
1.76,0,0,0,0,1943,2117,2494,1820,0.02,-0.07,0.129999995,-0.01,0,0,-5
1.77,0,0,0,0,1943,2118,2494,1820,-0.079999998,-0.039999999,-0.259999991,0,0,0,-5
1.78,0,0,0,0,1943,2118,2494,1820,0,0.100000002,0.079999998,0,0,0,-5
1.79,0,0,0,0,1943,2117,2494,1820,0.079999998,0.02,0.209999993,0,0,0,-5
1.8,0,0,0,0,1943,2117,2494,1820,-0.07,-0.029999999,-0.150000006,0,0,0,-5
1.81,0,0,0,0,1943,2117,2494,1820,-0.140000001,0.090000004,-0.170000002,0,-0.01,0,-5
1.82,0,0,0,0,1943,2117,2494,1820,0.109999999,0.01,0.349999994,0,0,0,-5
1.83,0,0,0,0,1943,2118,2494,1820,0.02,-0.01,0.07,-0.01,0,0,-5
1.84,0,0,0,0,1943,2118,2494,1820,-0.050000001,0.050000001,-0.059999999,0,0,0,-5
1.85,0,0,0,0,1943,2117,2494,1820,0,0.159999996,0.159999996,0,0,0,-5
1.86,0,0,0,0,1943,2117,2494,1820,0.059999999,-0.07,0.119999997,-0.01,0,0,-5
1.87,0,0,0,0,1943,2117,2494,1820,-0.129999995,0,-0.140000001,0,0,0,-5
1.88,0,0,0,0,1943,2117,2494,1820,0.02,0.090000004,0.100000002,0,0,0,-5
1.89,0,0,0,0,1943,2117,2494,1820,0.039999999,-0.01,0.310000002,0,0,0,-5
1.9,0,0,0,0,1943,2117,2494,1820,-0.109999999,-0.059999999,-0.219999999,0,0,0,-5
1.91,0,0,0,0,1943,2118,2494,1820,-0.100000002,0,-0.140000001,0.01,0,0,-5
1.92,0,0,0,0,1943,2117,2494,1820,0.119999997,-0.029999999,0.180000007,0,0,0,-5
1.93,0,0,0,0,1943,2117,2494,1820,0.050000001,-0.07,0.029999999,-0.01,0,0,-5
1.94,0,0,0,0,1943,2118,2494,1820,-0.01,0,-0.259999991,0.01,0,0,-5
1.95,0,0,0,0,1943,2118,2494,1820,0.029999999,0.07,0.150000006,0,0,0,-5
1.96,0,0,0,0,1943,2117,2494,1820,0.029999999,-0.129999995,-0.039999999,0,0,0,-5
1.97,0,0,0,0,1943,2118,2494,1820,-0.079999998,-0.059999999,-0.289999992,0,0,0,-5
1.98,0,0,0,0,1943,2118,2494,1820,0.059999999,0.029999999,0.050000001,0,0,0,-5
1.99,0,0,0,0,1943,2118,2494,1820,0.150000006,-0.029999999,0.150000006,0,0,0,-5
2,0,0,0,0,1943,2117,2494,1820,-0.07,-0.059999999,-0.239999995,0,0,0,-5
2.01,0,0,0,0,1943,2117,2494,1820,0,0.029999999,-0.259999991,0.01,0,0,-5
2.02,0,0,0,0,1942,2117,2494,1820,0.159999996,0.01,0.230000004,0,0,0,-5
2.03,0,0,0,0,1943,2117,2494,1820,0.090000004,-0.109999999,0.02,-0.01,0,0,-5
2.04,0,0,0,0,1942,2117,2494,1820,-0.059999999,0.109999999,-0.109999999,0,0,0,-5
2.05,0,0,0,0,1942,2117,2494,1820,0.059999999,0.059999999,0.180000007,0,0,0,-5
2.06,0,0,0,0,1943,2117,2494,1820,-0.050000001,0,0.059999999,-0.01,0,0,-5
2.07,0,0,0,0,1942,2117,2494,1820,-0.119999997,-0.059999999,-0.289999992,0,0,0,-5
2.08,0,0,0,0,1943,2117,2494,1820,-0.059999999,0.159999996,0.219999999,0,0,0,-5
2.09,0,0,0,0,1943,2118,2494,1820,0.050000001,-0.039999999,0.159999996,0,0,0,-5
2.1,0,0,0,0,1943,2118,2494,1820,-0.209999993,0.01,-0.259999991,0,0,0,-5
2.11,0,0,0,0,1943,2118,2494,1820,-0.079999998,0.02,-0.189999998,0.01,0,0,-5
2.12,0,0,0,0,1943,2118,2494,1820,0.01,-0.02,0.259999991,0,0,0,-5
2.13,0,0,0,0,1943,2118,2494,1820,0.059999999,-0.150000006,-0.090000004,0,0,0,-5
2.14,0,0,0,0,1943,2118,2494,1820,-0.050000001,0.039999999,-0.109999999,0,0,0,-5
2.15,0,0,0,0,1943,2118,2494,1820,0.07,0.039999999,0.129999995,0,0,0,-5
2.16,0,0,0,0,1943,2118,2494,1820,0.039999999,-0.159999996,-0.059999999,0,0,0,-5
2.17,0,0,0,0,1943,2117,2494,1820,-0.100000002,-0.050000001,-0.239999995,0,0,0,-5
2.18,0,0,0,0,1943,2117,2494,1820,0.090000004,0.029999999,0.129999995,0,0,0,-5
2.19,0,0,0,0,1943,2117,2494,1820,0.07,0,0.230000004,0,0,0,-5
2.2,0,0,0,0,1942,2118,2494,1820,-0.050000001,-0.01,-0.270000011,0,0,0,-5
2.21,0,0,0,0,1943,2117,2494,1820,-0.059999999,0.159999996,-0.029999999,0.01,0,0,-5
2.22,0,0,0,0,1942,2117,2494,1820,0.100000002,-0.02,0.200000003,0,0,0,-5
2.23,0,0,0,0,1943,2117,2494,1820,-0.050000001,-0.02,0.029999999,-0.01,0,0,-5
2.24,0,0,0,0,1943,2117,2494,1820,-0.050000001,0.07,-0.059999999,0.01,0,0,-5
2.25,0,0,0,0,1943,2117,2494,1820,0.029999999,0.059999999,0.230000004,0,0,0,-5
2.26,0,0,0,0,1943,2117,2494,1820,-0.02,-0.090000004,0,-0.01,0,0,-5
2.27,0,0,0,0,1943,2117,2494,1820,-0.090000004,-0.02,-0.270000011,0,0,0,-5
2.28,0,0,0,0,1943,2117,2494,1820,0.029999999,0.090000004,0.25,0,0,0,-5
2.29,0,0,0,0,1943,2117,2494,1820,0.059999999,-0.07,0.239999995,-0.01,0,0,-5
2.3,0,0,0,0,1943,2117,2494,1820,-0.050000001,-0.01,-0.230000004,0,0,0,-5
2.31,0,0,0,0,1943,2117,2494,1820,-0.01,0.039999999,-0.079999998,0.01,0,0,-5
2.32,0,0,0,0,1943,2117,2494,1820,0.050000001,-0.029999999,0.209999993,-0.01,0,0,-5
2.33,0,0,0,0,1942,2117,2494,1820,0.059999999,-0.150000006,-0.090000004,0,0,0,-5
2.34,0,0,0,0,1943,2117,2494,1820,-0.01,0.100000002,-0.159999996,0.01,0,0,-5
2.35,0,0,0,0,1943,2117,2494,1820,0.119999997,0.029999999,0.119999997,0,0,0,-5
2.36,0,0,0,0,1943,2118,2494,1820,0.02,-0.119999997,-0.150000006,-0.01,0,0,-5
2.37,0,0,0,0,1943,2117,2494,1820,-0.07,-0.029999999,-0.280000001,0,0,0,-5
2.38,0,0,0,0,1943,2117,2494,1820,0.109999999,0.050000001,0.079999998,0,0,0,-5
2.39,0,0,0,0,1943,2117,2494,1820,0.100000002,-0.07,0.159999996,-0.01,0,0,-5
2.4,0,0,0,0,1943,2117,2494,1820,-0.07,-0.059999999,-0.259999991,0,0,0,-5
2.41,0,0,0,0,1943,2117,2494,1820,-0.059999999,0.090000004,-0.109999999,0.01,0,0,-5
2.42,0,0,0,0,1943,2117,2494,1820,0.090000004,-0.100000002,0.159999996,-0.01,0,0,-5
2.43,0,0,0,0,1943,2117,2494,1820,-0.02,-0.029999999,-0.029999999,0,0,0,-5
2.44,0,0,0,0,1943,2118,2494,1820,-0.02,0.059999999,-0.170000002,0.01,0,0,-5
2.45,0,0,0,0,1943,2117,2494,1820,0.050000001,0.129999995,0.25,0,0,0,-5
2.46,0,0,0,0,1943,2118,2494,1820,0.01,-0.059999999,-0.059999999,0,0,0,-5
2.47,0,0,0,0,1943,2117,2494,1820,-0.119999997,0.02,-0.25,0,0,0,-5
2.48,0,0,0,0,1943,2117,2494,1820,0.079999998,0.100000002,0.239999995,0,0,0,-5
2.49,0,0,0,0,1943,2117,2494,1820,0.059999999,-0.02,0.189999998,-0.01,0,0,-5
2.5,0,0,0,0,1943,2117,2494,1820,-0.119999997,0.02,-0.150000006,0,0,0,-5
2.51,0,0,0,0,1943,2117,2494,1820,-0.059999999,0.100000002,-0.119999997,0,0,0,-5
2.52,0,0,0,0,1943,2117,2494,1820,0.059999999,-0.050000001,0.230000004,-0.01,0,0,-5
2.53,0,0,0,0,1943,2117,2494,1820,-0.02,-0.100000002,-0.170000002,0,0,0,-5
2.54,0,0,0,0,1943,2117,2494,1820,-0.090000004,0.140000001,0,0.01,0,0,-5
2.55,0,0,0,0,1943,2117,2494,1820,0.079999998,0.050000001,0.059999999,0,0,0,-5
2.56,0,0,0,0,1943,2118,2494,1820,-0.039999999,-0.039999999,0.01,0,0,0,-5
2.57,0,0,0,0,1943,2117,2494,1820,-0.029999999,-0.01,-0.280000001,0,0,0,-5
2.58,0,0,0,0,1943,2117,2494,1820,0.07,0.079999998,0.319999993,0,0,0,-5
2.59,0,0,0,0,1943,2118,2494,1820,0.109999999,-0.07,0.170000002,0,0.01,0,-5
2.6,0,0,0,0,1943,2118,2494,1820,-0.059999999,-0.039999999,-0.159999996,0,0,0,-5
2.61,0,0,0,0,1943,2117,2494,1820,-0.059999999,0.07,-0.039999999,0.01,0,0,-5
2.62,0,0,0,0,1943,2118,2494,1820,0.100000002,-0.129999995,0.189999998,-0.01,0,0,-5
2.63,0,0,0,0,1943,2117,2494,1820,-0.029999999,-0.07,-0.090000004,0,0,0,-5
2.64,0,0,0,0,1943,2118,2494,1820,0.01,0,-0.07,0.01,0,0,-5
2.65,0,0,0,0,1943,2118,2494,1820,0.01,0.119999997,0.300000012,0,0,0,-5
2.66,0,0,0,0,1943,2117,2494,1820,0.01,-0.200000003,-0.180000007,0,0,0,-5
2.67,0,0,0,0,1943,2117,2494,1820,-0.140000001,0.059999999,-0.059999999,0,0,0,-5
2.68,0,0,0,0,1943,2117,2494,1820,0.109999999,0.01,0.170000002,0,0,0,-5
